,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.34,1.74,0.98,0.96,0.91,0.71,1.82,1.42,2.3,1.98,2.16,1.3,2.48,1.67,1.25,2.23
e_1,1.17,2.35,0.89,1.3,0.98,0.82,1.97,1.53,3.61,2.28,2.03,1.89,2.59,1.86,1.33,2.46
d_1,1.21,1.04,2.5,0.85,0.91,0.78,2.1,1.84,1.67,3.82,2.66,2.08,2.92,2.15,2.03,2.74
c_1,1.11,0.99,0.98,2.49,1.71,0.85,1.88,1.91,2.23,1.27,1.34,1.9,2.56,1.69,1.76,1.91
b_1,1.09,0.98,1.04,1.08,2.63,1.63,1.73,1.75,2.07,1.92,1.51,2.07,2.7,1.41,1.84,2.03
a_1,1.19,1.02,1.07,1.15,0.98,3.17,2.05,1.83,2.26,2.32,1.98,2.13,3.0,1.85,1.81,2.5
h_1,1.47,1.19,1.28,1.05,0.95,0.77,3.49,2.44,2.1,2.18,2.32,2.25,2.32,1.68,1.99,3.29
g_1,0.95,0.88,1.76,1.11,1.11,0.84,2.11,3.83,1.93,2.32,2.02,3.0,2.91,1.96,2.26,2.34
d_0,1.22,1.14,0.81,1.86,1.16,0.9,2.16,1.82,3.08,1.47,1.83,2.09,2.62,1.66,1.89,2.26
c_0,1.29,1.28,1.37,0.93,0.74,0.78,2.32,2.1,2.32,3.46,4.08,2.12,3.43,2.69,2.02,3.18
b_0,1.21,1.27,1.3,1.18,0.77,0.74,2.26,2.03,2.48,2.48,3.58,2.13,3.17,3.82,1.93,2.96
f_0,0.88,0.86,1.29,1.31,1.14,1.12,2.24,2.31,2.16,1.98,2.4,3.71,3.32,2.27,4.22,3.13
h_0,1.47,1.17,1.24,1.02,0.98,0.83,1.85,2.37,2.04,2.29,2.24,2.12,2.58,1.89,1.95,3.26
a_0,1.28,1.09,1.13,1.12,1.09,0.88,2.31,2.1,2.6,2.08,2.39,2.15,3.09,3.79,1.99,2.8
e_0,1.34,0.93,1.12,1.11,1.26,0.97,2.17,2.12,2.2,2.08,2.47,2.49,3.49,2.12,3.9,2.76
g_0,1.1,1.14,1.57,1.09,0.93,0.87,2.11,1.88,2.1,2.25,2.58,3.42,2.94,2.01,2.39,2.43
