,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.13,2.84,6.47,5.35,5.18,5.14,1.85,1.1,1.0,1.52,1.18,1.16,1.01,0.85,2.22,0.85
f_1,5.05,1.13,5.11,4.69,5.42,5.39,1.05,1.05,1.02,1.79,1.07,2.0,0.91,0.56,0.84,0.78
c_1,4.57,6.89,1.13,7.44,4.43,5.01,1.83,0.72,2.65,1.55,1.16,1.18,1.06,0.87,1.25,0.89
d_1,7.24,6.24,4.97,1.12,5.42,5.26,1.56,3.1,0.99,1.06,1.1,1.31,1.04,0.81,0.98,0.5
b_1,5.77,7.58,3.38,5.89,1.13,6.23,1.81,1.36,1.52,1.87,2.65,1.22,1.55,0.9,1.36,1.01
a_1,9.56,8.45,12.2,10.37,5.97,1.14,3.17,2.45,2.28,3.33,2.09,2.11,4.0,1.66,2.36,1.56
h_1,18.03,20.86,20.09,16.37,18.16,15.06,1.77,4.76,3.84,5.98,3.82,3.72,3.92,6.49,3.03,2.75
d_0,11.07,20.5,28.15,41.76,23.25,20.35,6.07,2.22,4.86,10.0,5.35,3.89,3.81,3.0,4.22,3.71
c_0,26.59,24.29,53.13,12.15,26.92,25.85,6.62,5.83,2.37,7.18,4.15,4.43,3.48,3.22,4.12,3.0
g_1,29.38,30.84,25.53,20.88,28.42,23.62,4.71,5.3,4.58,1.77,4.35,4.59,5.25,2.34,4.44,6.47
b_0,28.46,28.6,35.04,20.75,59.02,27.33,6.78,7.53,2.87,7.35,2.35,4.39,5.32,3.7,4.96,3.98
f_0,21.43,66.92,28.89,27.84,31.64,30.85,8.57,6.31,4.86,5.26,5.4,2.31,5.86,4.5,6.0,2.43
a_0,31.96,37.73,43.34,33.23,52.02,46.66,9.81,8.33,6.25,10.52,3.64,6.7,2.68,6.0,6.45,5.69
h_0,33.42,42.23,37.01,32.25,35.28,33.56,15.65,6.86,7.77,10.17,7.87,5.78,7.77,6.83,5.9,5.0
e_0,70.06,50.67,47.06,33.58,43.84,35.43,10.71,10.29,8.73,10.7,9.22,4.43,8.78,5.35,2.69,6.11
g_0,41.4,43.79,45.75,45.24,42.62,32.42,10.71,10.61,10.8,27.73,8.49,9.6,10.92,4.35,7.6,8.68
