,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.85,0.75,1.06,0.9,0.72,1.07,0.94,1.65,1.0,1.0,1.0,1.19,0.87,0.73,1.0
f_1,1.32,1.52,0.78,0.92,0.88,0.57,0.89,0.85,1.08,0.97,1.0,0.74,1.06,0.76,0.55,1.09
d_1,1.01,1.07,1.58,0.72,0.71,0.7,1.09,0.91,0.84,1.7,1.18,1.03,1.18,1.07,0.99,0.91
c_1,0.82,0.88,0.95,1.58,1.34,0.69,1.08,0.88,0.9,0.65,0.83,1.06,1.05,0.87,1.07,0.97
b_1,0.87,0.92,1.05,0.89,1.61,1.26,1.03,1.13,0.98,1.02,0.83,1.07,1.08,0.8,0.9,1.05
a_1,1.02,1.14,1.02,0.99,0.81,1.79,1.23,0.96,1.22,1.27,1.19,1.19,1.44,0.74,1.0,1.31
h_1,1.07,1.47,1.15,1.06,0.98,0.89,1.82,1.54,1.06,1.2,1.26,1.25,1.16,1.15,1.13,1.54
g_1,0.98,1.25,1.65,1.15,0.87,0.9,1.17,1.91,1.12,1.35,1.34,1.76,1.28,1.1,1.38,1.12
d_0,1.03,1.21,0.91,1.76,1.28,0.84,1.55,1.33,1.71,0.98,1.34,1.23,1.36,1.24,1.14,1.34
c_0,1.23,1.47,1.04,1.16,0.95,0.85,1.53,1.3,1.41,1.75,2.1,1.28,1.56,1.43,1.33,1.36
b_0,1.31,1.37,1.14,1.19,0.86,0.9,1.41,1.33,1.42,1.15,1.77,1.07,1.49,2.13,1.07,1.44
f_0,1.04,1.17,1.42,1.07,1.14,0.95,1.46,1.17,1.36,1.55,1.61,1.81,1.65,1.33,2.1,1.45
h_0,1.27,1.56,1.26,1.21,1.2,0.78,1.19,1.55,1.5,1.37,1.27,1.27,1.29,0.96,1.11,1.76
a_0,1.38,1.53,1.3,1.14,1.06,0.85,1.34,1.4,1.27,1.49,1.16,1.22,1.86,1.93,1.32,1.49
e_0,1.09,1.75,1.22,1.1,1.32,1.07,1.57,1.32,1.39,1.43,1.65,1.16,1.86,1.24,1.86,1.41
g_0,1.27,1.23,1.72,1.27,1.09,0.93,1.42,1.27,1.38,1.41,1.44,1.77,1.41,1.35,1.42,1.32
