,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.03,0.94,0.88,0.86,0.85,0.7,0.44,0.96,,0.64,0.58,0.61,0.54,0.67,0.6
f_1,0.98,1.0,1.33,1.12,1.11,0.88,0.62,0.65,0.54,0.57,0.6,,0.48,0.61,0.42,0.59
e_1,1.06,0.75,1.0,1.08,0.87,0.75,1.06,0.6,0.7,0.91,0.91,0.6,0.57,0.46,,0.48
c_1,1.14,0.89,0.93,1.0,1.23,0.68,0.84,0.61,,0.45,0.71,0.77,0.64,0.7,0.69,0.51
b_1,1.17,0.9,1.15,0.82,1.0,1.17,0.71,0.75,0.69,0.79,,0.66,0.51,0.6,0.67,0.62
a_1,1.17,1.13,1.33,1.48,0.86,1.0,0.76,0.84,1.06,0.68,0.71,0.71,,0.7,,0.66
h_1,1.42,1.62,0.94,1.2,1.41,1.31,1.0,1.4,0.94,0.89,0.82,0.88,0.86,,0.8,0.87
g_1,2.25,1.53,1.66,1.65,1.34,1.2,0.71,1.0,0.82,0.79,1.23,1.25,0.88,0.56,0.89,
c_0,1.04,1.85,1.43,,1.44,0.95,1.06,1.23,1.0,1.21,1.17,0.98,0.98,0.98,0.81,0.8
d_0,,1.77,1.1,2.21,1.26,1.48,1.12,1.26,0.83,1.0,0.76,0.95,0.79,1.01,0.91,1.04
b_0,1.56,1.67,1.1,1.4,,1.41,1.21,0.81,0.86,1.31,1.0,1.02,1.24,1.1,0.82,0.92
f_0,1.72,,1.68,1.29,1.51,1.4,1.14,0.8,1.02,1.05,0.98,1.0,0.99,1.09,1.17,0.85
a_0,1.63,2.08,1.75,1.56,1.97,,1.16,1.14,1.03,1.27,0.8,1.01,1.0,1.11,1.06,0.84
h_0,1.86,1.64,2.15,1.44,1.66,1.43,,1.78,1.02,0.99,0.91,0.92,0.9,,0.76,1.08
e_0,1.5,2.38,,1.45,1.49,,1.25,1.13,1.23,1.1,1.22,0.85,0.94,1.31,1.0,0.96
g_0,1.67,1.69,2.07,1.94,1.61,1.5,1.14,,1.25,0.96,1.09,1.18,1.19,0.92,1.05,
