,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.37,0.95,0.81,0.58,0.67,0.64,1.73,1.49,3.26,0.99,1.83,1.79,1.54,2.09,1.76,2.24
f_1,0.8,2.36,1.43,0.82,0.69,0.61,1.28,1.28,1.33,1.54,1.37,0.9,1.36,2.19,0.88,1.6
e_1,0.75,0.86,2.42,1.09,0.78,0.58,1.46,1.2,1.76,2.96,1.63,1.7,1.46,1.8,0.97,2.01
c_1,0.75,0.83,0.72,2.47,1.5,0.56,1.55,1.25,0.99,1.58,1.39,1.58,1.34,2.17,1.37,1.76
b_1,0.83,0.89,0.81,0.81,2.57,1.22,1.31,1.33,1.35,1.72,0.96,1.67,1.22,2.33,1.35,1.9
a_1,1.0,0.9,0.71,0.87,0.76,3.15,1.36,1.7,1.71,1.59,1.68,1.68,0.84,2.53,1.36,1.56
h_1,1.01,1.19,0.82,0.88,0.81,0.61,3.39,1.88,1.71,1.52,1.9,1.8,1.71,1.55,1.88,2.78
g_1,1.4,0.79,0.93,0.85,0.78,0.58,1.64,3.61,1.95,1.43,1.91,2.6,1.48,1.91,1.86,1.29
c_0,1.05,1.09,0.9,0.69,0.68,0.71,1.94,1.62,3.05,1.96,3.23,1.92,2.17,2.21,1.88,2.17
d_0,0.61,0.82,0.82,1.83,0.87,0.62,1.58,1.4,1.38,3.13,1.74,1.85,1.54,2.39,1.57,2.28
b_0,0.92,1.06,0.85,1.0,0.59,0.58,1.86,1.58,1.96,2.04,3.26,2.15,3.07,2.57,1.95,2.66
f_0,1.11,0.71,0.77,0.96,0.84,0.64,2.01,1.58,2.1,1.81,2.0,3.16,1.89,2.29,3.14,2.59
a_0,0.96,1.03,0.86,1.06,0.81,0.4,1.85,1.72,1.83,1.91,1.66,2.22,3.48,2.78,2.11,2.44
h_0,0.99,1.3,0.95,0.78,0.75,0.63,1.27,2.08,1.99,1.86,1.66,1.54,1.7,1.59,1.56,2.27
e_0,0.98,1.02,0.68,0.93,0.71,0.71,2.13,1.87,2.1,1.69,2.13,2.0,2.26,2.7,3.54,2.3
g_0,1.32,0.88,0.82,0.91,0.72,0.7,1.85,1.1,2.18,1.54,1.68,2.75,1.69,2.08,2.02,2.04
