,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,11765.06,7795.89,6017.84,6812.57,8003.35,39806.41,5059488.68,11784408.56,15502094.44,25163059.03,37166229.61,21001754.46,174292240.68,133280094.89,146035908.08,297701249.71
e_1,4735.06,13214.01,5098.06,8345.1,8961.16,49187.95,5791440.97,14444957.08,16249876.36,52243456.34,37652893.7,37759503.59,170584771.42,156555376.83,148558737.62,365267859.55
d_1,4438.12,4679.08,18676.92,5268.8,9048.32,48233.83,6433059.38,27427840.05,15721106.63,18792011.04,49712008.34,50670534.99,187474677.47,164306986.1,257292303.61,380195064.54
c_1,3922.44,4258.82,6152.32,21641.09,16360.77,42778.0,4800980.42,6883727.01,14354820.36,23552184.46,27475044.55,41794039.15,160494849.71,152138093.34,215150988.23,349624733.74
b_1,4043.7,3944.61,7318.49,6928.7,28876.08,98054.55,6177642.36,12110366.36,14131933.82,23987608.59,26376382.03,36057895.95,173506179.76,108392805.38,228374553.96,409468582.01
a_1,4500.46,4069.4,6861.39,8757.73,7201.63,238439.03,6441211.89,16108425.22,16894516.23,26509482.6,40242530.31,40336736.87,181529264.8,105559843.04,201309599.2,371609763.06
h_1,6099.4,4832.8,8081.86,6899.06,9606.21,48182.64,12218954.09,14502262.93,21182130.5,28195026.18,42389993.58,42786026.21,141936539.92,139339882.45,213675213.68,528793089.37
c_0,5487.98,5172.86,7831.93,6863.06,7846.64,51469.8,6252363.77,28185453.51,15488932.07,27374594.96,83538301.08,43336663.77,202264244.5,211219644.58,282459593.25,364029663.41
g_1,4087.29,4510.36,10600.4,7330.52,9229.18,57474.37,5843443.69,18362599.32,42071919.32,25780728.1,37519142.18,66616091.34,204310036.7,185868679.99,267043789.58,287391839.54
d_0,5314.85,4896.55,4118.35,14843.5,8955.0,53719.8,4719037.73,12367705.6,15191786.8,46973635.39,39552849.68,37907992.08,183882123.48,181873820.42,201584464.85,347848644.38
b_0,5366.64,5278.42,7734.78,8405.52,7472.99,32656.03,4667563.23,17339218.78,21284459.64,34402212.76,77683864.89,40986394.97,234525849.11,358533345.56,269577145.58,412642320.33
f_0,3676.64,4423.51,7575.4,9305.78,12129.18,56255.21,6137105.54,15921226.19,18144710.43,29542084.89,46045345.37,76517664.92,213563086.29,195727294.62,526748971.19,363084131.82
h_0,6208.32,4716.4,7122.68,8431.08,9196.76,55486.84,4598061.28,15993591.36,22574035.55,30197394.92,44337553.58,36802594.83,143867760.74,168792677.06,227373656.63,527525000.42
a_0,5641.09,5015.97,7258.29,8658.46,11014.39,32013.15,7584618.49,16755485.32,16664008.23,33421820.72,41693618.62,46462615.61,219027882.84,368965961.42,256706777.1,426566404.87
e_0,4758.43,3844.45,6932.66,8902.34,12532.83,50819.93,7045970.12,15697526.79,19463740.8,29619017.4,44020856.77,39553304.23,201730364.52,184017114.6,596250571.56,463704452.2
g_0,4330.33,4479.38,11261.37,8384.6,9260.71,47160.48,6083677.71,16092525.13,13626652.39,24512290.26,36163178.48,67740716.44,159690603.4,152290025.87,268672248.24,313818675.36
