,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,12.11,1.69,0.57,0.72,0.52,0.52,0.83,0.78,0.73,0.81,0.89,0.53,0.88,0.89,0.67,0.85
e_1,0.69,12.08,0.56,0.78,0.65,0.57,1.1,0.87,2.07,0.89,1.09,1.01,1.07,1.02,0.68,1.03
d_1,0.58,0.61,14.94,0.48,0.58,0.68,0.93,1.15,0.53,2.51,1.3,1.11,1.17,1.03,1.11,1.14
c_1,0.68,0.59,0.62,13.52,1.79,0.63,0.7,0.7,0.77,0.43,0.46,0.84,0.88,0.78,0.75,0.8
b_1,0.67,0.46,0.63,0.66,16.22,1.84,1.08,0.78,0.96,0.76,0.58,0.99,0.76,0.63,0.92,0.96
a_1,0.78,0.63,0.67,0.68,0.55,24.17,1.12,0.95,0.96,0.89,0.91,0.96,0.88,0.71,1.13,0.82
h_1,1.37,0.61,0.91,0.64,0.59,0.7,3.51,1.77,1.06,0.86,1.13,1.05,0.8,0.86,1.18,1.44
g_1,0.65,0.52,1.65,0.74,0.58,0.71,0.84,4.61,0.8,1.13,1.16,1.77,1.19,1.07,1.09,0.86
d_0,0.77,0.6,0.46,2.51,0.88,0.64,0.96,0.96,2.24,0.6,1.1,1.08,1.1,1.13,1.27,1.12
c_0,0.79,0.61,1.08,0.51,0.5,0.59,1.12,1.59,1.23,2.69,4.31,1.27,1.52,1.76,1.34,1.36
b_0,0.87,0.72,0.91,0.86,0.4,0.46,1.14,1.2,1.19,1.14,3.04,1.29,1.32,3.9,1.49,1.17
f_0,0.51,0.43,1.04,0.95,0.8,0.71,1.19,1.05,1.3,1.13,1.32,3.14,1.39,1.33,3.56,1.3
h_0,1.12,0.71,1.08,0.75,0.62,0.63,0.66,1.42,1.04,1.02,1.13,0.92,0.8,1.26,1.09,1.45
a_0,0.84,0.73,1.08,0.92,0.73,0.4,1.02,1.16,1.04,0.97,1.15,1.47,1.58,3.21,1.53,1.36
e_0,0.86,0.48,0.89,0.83,0.69,0.76,0.95,1.2,1.07,1.34,1.18,1.16,1.6,1.38,4.14,1.36
g_0,0.58,0.56,1.92,0.84,0.65,0.67,0.96,0.91,0.91,1.06,1.14,2.41,1.01,1.16,1.38,0.76
