,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10257.07,2961.62,3078.63,5954.93,6097.36,19894.56,3724797.32,11993022.67,8244139.3,12821449.31,21776448.43,24850675.52,105315380.6,112013182.18,63403757.32,178790577.72
f_1,4257.18,11959.95,3876.93,4010.6,5197.7,21129.52,3539019.36,5857380.06,7412487.47,16160900.42,18808796.65,12436821.15,79175661.23,65832375.12,101527779.47,177181066.06
d_1,2186.93,3724.06,19996.2,3258.35,4355.52,21988.75,4195540.21,3067569.05,7975150.61,26069806.15,25991736.85,23850051.43,88525707.13,78258174.05,152346115.81,201505230.29
c_1,2061.76,2302.48,2892.82,24759.53,13548.49,19772.71,3343304.93,6492592.08,7045946.46,4288771.91,17790017.32,23854677.86,91014719.93,68549226.88,122383721.0,174908171.63
b_1,1863.47,2062.22,4181.93,5052.97,35637.62,49555.4,3435359.24,5562720.18,9442878.92,12263243.06,7226152.04,31359935.75,90421123.4,68278794.58,125106482.58,185819222.42
a_1,2257.71,2653.58,4735.73,5314.84,4436.29,188754.67,4111485.95,6009079.45,10737931.08,11996097.06,21424090.83,28513762.72,116359606.22,32799753.46,147508257.06,209649465.98
h_1,2710.28,4545.02,5378.29,5275.17,7034.43,23339.55,13088892.06,7735964.37,13112538.6,15074064.44,25510676.45,25773435.85,57140692.13,83014234.32,140197406.36,355953165.13
d_0,2249.65,2832.03,2671.59,11834.15,9141.49,26888.14,4014482.93,16313458.08,9431897.94,11191392.14,24956188.54,31060151.85,134617431.39,108937008.89,157942273.94,275584225.9
g_1,2157.35,2750.59,7903.56,3980.01,7435.16,31427.18,4471296.61,5690192.72,38143316.61,17486736.78,20757967.48,49782372.95,104811979.68,97714189.36,176810588.47,133686125.36
c_0,2601.62,3983.94,6328.65,3351.97,4721.81,28711.94,5617565.03,9211243.98,10641656.88,37746066.41,47792795.25,35425515.01,113734095.16,130512195.72,182984926.48,318372639.46
b_0,2882.36,3729.65,5760.12,5491.53,3008.34,25622.71,5210969.68,8835189.37,10424575.49,17986720.55,60363082.73,29262628.17,133384003.94,200370188.88,202126966.66,291059662.3
f_0,2374.98,1666.57,4992.85,5538.78,9683.35,39583.5,5015487.49,9672115.78,12402323.31,16475456.86,25344934.07,78983523.22,124746477.31,105103313.01,381389931.04,239399972.81
h_0,3065.48,4600.46,4955.43,6105.81,8649.87,29435.3,2342266.6,8044764.27,13356989.54,15842546.16,20682941.71,23299937.35,66209256.09,85660035.58,168776685.13,321308049.07
a_0,2839.34,3589.05,5183.22,5761.04,7034.43,15023.16,5601102.46,9500307.13,8909801.87,16302321.54,31931731.06,33300191.46,148565799.53,290549820.11,175246757.95,252961640.2
e_0,1019.18,4060.13,5322.71,6166.38,10266.82,27408.08,4583164.38,8741482.28,11201106.07,19095665.67,22355279.89,33940337.42,153877358.34,96377399.61,456451349.76,325056705.92
g_0,2482.26,2673.9,8441.5,6007.42,7438.67,29328.91,4297157.12,6285350.91,7083456.78,17039339.07,26877872.9,42597986.39,112249895.06,124617556.49,174172621.24,139922286.45
