,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.23,1.09,1.5,2.17,3.91,17.11,29.87,30.28,35.34,37.19,40.98,65.34,74.48,127.4,106.74
e_1,0.82,1.0,1.11,1.73,2.19,3.84,19.94,36.97,32.83,46.32,40.63,53.71,82.65,104.36,124.68,125.46
d_1,0.91,0.9,1.0,1.07,1.64,2.95,16.38,22.1,35.88,29.59,36.99,39.53,67.64,74.61,84.12,94.31
c_1,0.66,0.58,0.92,1.0,2.19,3.0,13.49,21.39,19.66,17.03,24.12,32.94,54.24,64.54,80.04,82.18
b_1,0.46,0.46,0.61,0.47,1.0,2.69,8.23,14.16,16.77,13.95,18.05,20.01,39.01,36.19,65.27,57.83
a_1,0.26,0.25,0.33,0.34,0.37,1.0,4.78,7.63,8.51,7.17,11.62,10.99,21.42,21.08,33.1,30.92
h_1,0.06,0.05,0.07,0.07,0.12,0.2,1.0,1.9,1.55,1.78,2.05,2.47,4.39,4.11,7.67,6.62
g_1,0.03,0.03,0.04,0.05,0.07,0.14,0.5,1.0,1.04,0.94,1.23,1.7,2.18,2.68,3.56,4.53
c_0,0.03,0.03,0.03,0.05,0.06,0.11,0.62,0.99,1.0,1.06,1.61,1.45,2.44,2.86,3.76,3.68
d_0,0.03,0.02,0.03,0.06,0.07,0.13,0.58,1.01,0.94,1.0,1.08,1.5,2.29,2.32,3.5,3.52
b_0,0.03,0.03,0.03,0.04,0.05,0.08,0.5,0.83,0.62,0.95,1.0,1.26,2.08,3.65,3.18,3.27
f_0,0.02,0.02,0.03,0.03,0.05,0.1,0.43,0.58,0.69,0.66,0.81,1.0,1.63,1.74,2.02,3.64
h_0,0.01,0.01,0.01,0.02,0.02,0.05,0.23,0.46,0.41,0.43,0.47,0.6,1.0,1.06,1.72,1.41
a_0,0.01,0.01,0.01,0.02,0.03,0.05,0.24,0.36,0.35,0.42,0.29,0.58,0.94,1.0,1.34,1.61
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.13,0.28,0.25,0.27,0.32,0.49,0.59,0.76,1.0,0.95
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.14,0.22,0.25,0.28,0.32,0.28,0.7,0.66,1.13,1.0
