,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,1.16,0.88,0.85,0.68,0.65,0.64,0.87,0.66,0.55,0.64,0.61,0.7,,0.61
f_1,1.28,1.0,0.93,0.99,0.93,0.87,0.58,0.74,0.7,0.62,0.59,,0.56,0.49,0.5,0.55
d_1,0.87,1.08,1.0,0.97,0.85,0.9,0.7,0.61,,1.08,0.66,0.59,0.61,0.53,0.57,0.42
c_1,1.13,1.01,1.03,1.0,1.27,0.9,0.73,0.69,0.5,,0.64,0.54,0.7,0.64,0.65,0.51
b_1,1.17,1.07,1.18,0.79,1.0,,0.6,0.7,0.73,0.78,,0.68,0.64,0.52,0.52,0.63
a_1,1.46,1.15,1.11,1.11,,1.0,1.12,0.86,0.84,0.83,0.74,0.83,0.71,,,0.57
h_1,1.53,1.73,1.42,1.37,1.67,0.89,1.0,1.15,0.84,0.96,0.88,1.05,,0.58,0.91,0.89
g_1,1.57,1.35,1.65,1.45,1.44,1.16,0.87,1.0,0.84,0.87,1.23,1.19,0.85,,1.07,
d_0,1.15,1.43,,2.01,1.37,1.18,1.19,1.2,1.0,0.84,0.79,0.94,1.06,1.04,0.63,0.93
c_0,1.51,1.61,0.93,,1.28,1.2,1.04,1.15,1.2,1.0,1.52,0.95,0.85,0.84,0.87,0.8
b_0,1.82,1.68,1.51,1.56,,1.36,1.13,0.81,1.26,0.66,1.0,0.94,1.02,1.18,0.75,1.15
f_0,1.57,,1.69,1.86,1.47,1.21,0.95,0.84,1.06,1.06,1.06,1.0,1.04,1.0,1.48,0.6
h_0,1.64,1.78,1.63,1.44,1.57,1.4,,1.18,0.95,1.17,0.98,0.96,,1.09,0.93,1.21
a_0,1.43,2.05,1.88,1.56,1.94,,1.74,,0.96,1.19,0.84,1.0,0.92,1.0,,
e_0,,2.01,1.76,1.54,1.92,,1.1,0.93,1.59,1.16,1.33,0.68,1.07,,1.0,1.21
g_0,1.64,1.81,2.39,1.95,1.58,1.74,1.12,,1.08,1.24,0.87,1.66,0.82,,0.82,
