,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,2.87,5.28,5.23,6.31,5.41,1.6,2.12,1.08,1.28,1.01,1.49,0.87,0.93,2.34,0.9
f_1,5.06,1.13,4.49,5.35,4.87,5.99,1.1,1.83,1.01,1.14,0.98,2.08,0.49,1.04,1.1,0.75
d_1,5.91,5.16,1.12,7.41,5.64,4.32,1.33,0.79,0.92,3.66,1.17,0.94,0.73,0.8,1.02,0.53
c_1,4.77,6.05,8.04,1.12,5.62,4.83,1.67,2.12,2.65,0.6,1.48,1.04,0.96,1.27,1.08,0.96
b_1,7.34,8.51,8.82,3.19,1.13,8.59,2.05,2.24,2.02,1.45,3.11,1.7,1.19,1.41,1.34,1.06
a_1,10.56,13.09,12.07,16.72,4.74,1.15,4.24,3.32,2.15,2.83,2.89,2.42,1.9,6.06,2.18,1.97
h_1,16.56,18.29,13.98,19.48,18.07,15.01,1.78,4.63,3.36,3.7,3.55,3.29,4.39,3.21,3.41,2.26
g_1,20.28,24.64,18.13,23.49,21.56,21.85,4.87,1.78,4.19,4.66,4.88,4.05,2.54,4.72,3.38,5.03
c_0,21.24,22.04,11.59,49.91,24.09,24.31,6.56,5.74,2.34,5.87,4.5,4.17,3.0,3.86,4.23,3.22
d_0,11.32,26.48,46.53,19.96,26.48,19.18,8.05,8.76,4.87,2.29,4.1,3.88,3.18,4.49,4.09,3.68
b_0,21.36,23.5,17.68,29.04,53.48,26.15,6.61,7.72,2.74,5.36,2.33,4.14,3.91,4.84,3.96,2.97
f_0,25.6,48.6,22.24,25.97,30.74,25.38,9.43,4.63,4.94,5.36,5.25,2.34,3.74,6.06,5.31,2.23
h_0,31.67,35.13,34.67,36.71,34.28,25.01,17.04,9.57,6.21,7.92,5.88,5.95,7.22,5.97,6.0,5.33
a_0,36.84,46.68,35.72,38.02,47.75,75.04,10.3,11.77,7.18,7.65,4.04,7.76,4.9,2.85,7.15,4.58
e_0,70.78,56.32,36.83,39.92,37.14,37.52,10.94,10.88,7.03,7.02,6.83,3.54,4.79,9.79,2.6,5.49
g_0,37.22,47.31,38.43,44.36,43.84,39.23,8.13,21.12,7.73,8.73,8.7,9.64,4.18,7.96,7.29,9.15
