,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.28,0.88,1.01,0.81,0.87,0.53,0.77,0.75,0.72,0.59,,0.58,0.53,,0.62
e_1,0.78,1.0,0.82,1.01,1.22,0.85,0.73,0.61,0.66,0.86,0.5,0.6,0.7,0.6,,0.53
d_1,1.14,1.22,1.0,0.97,0.94,0.84,0.67,0.49,0.83,,0.61,0.66,0.56,0.62,0.54,0.47
c_1,0.99,0.99,1.03,1.0,1.35,1.02,0.76,0.52,,0.54,0.57,0.56,0.55,0.7,0.5,0.59
b_1,1.23,0.82,1.06,0.74,1.0,1.1,0.69,0.63,0.64,0.61,,0.74,0.69,0.75,0.85,0.59
a_1,1.15,1.17,1.18,0.98,0.91,1.0,0.98,0.9,0.61,0.83,0.64,0.65,,0.76,,0.67
h_1,1.87,1.36,1.48,1.32,1.45,1.02,1.0,1.31,1.09,0.64,0.92,0.88,0.71,,0.65,0.91
g_1,1.3,1.63,2.05,1.93,1.58,1.11,0.76,1.0,0.77,0.96,0.92,1.3,0.99,0.66,0.88,
c_0,1.34,1.52,1.21,,1.55,1.63,0.92,1.3,1.0,1.19,1.37,0.88,0.93,0.82,0.7,0.7
d_0,1.38,1.16,,1.86,1.63,1.2,1.56,1.04,0.84,1.0,1.08,0.83,0.81,0.83,0.65,1.02
b_0,1.7,2.01,1.65,1.75,,1.55,1.09,1.09,0.73,0.93,1.0,1.04,1.09,0.89,0.83,0.78
f_0,,1.68,1.51,1.79,1.34,1.53,1.13,0.77,1.13,1.2,0.96,1.0,1.03,1.2,1.51,0.67
a_0,1.72,1.44,1.77,1.83,1.45,,1.41,1.02,1.07,1.24,0.92,0.97,1.0,1.27,,1.05
h_0,1.9,1.66,1.62,1.43,1.33,1.32,,1.51,1.22,1.2,1.12,0.83,0.79,,1.05,1.24
e_0,,,1.85,2.02,1.18,,1.55,1.14,1.42,1.54,1.2,0.66,,0.95,1.0,1.02
g_0,1.62,1.89,2.14,1.68,1.7,1.48,1.1,,1.43,0.98,1.28,1.48,0.95,0.81,0.98,
