,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10581.11,8997.84,4753.57,7391.82,10328.06,37737.9,5413288.29,8769197.22,14147002.06,23571531.11,27402235.86,30203814.67,182526460.65,190355401.26,285349189.28,163578758.84
e_1,4240.37,14056.01,4470.96,10533.88,9989.23,48939.83,6028214.13,9933692.44,15525208.19,42010872.56,33586316.43,45239058.13,176834085.19,184129155.73,350671548.47,169715322.0
d_1,4493.7,4628.16,14195.61,6108.62,9957.06,54815.98,6349345.64,13076007.95,30220073.15,17363134.8,39290626.84,45525070.95,188756105.07,178832702.75,358274204.78,248436455.71
c_1,3875.75,4182.09,4855.2,25785.36,19748.81,44711.28,5495261.59,9519746.23,8782712.71,21010707.02,21934586.27,48146134.04,159118195.37,136274403.17,336583484.13,259852671.5
b_1,3637.39,5010.63,5128.23,7923.56,36260.8,95587.18,6425689.48,10458457.44,16670116.22,23119067.58,21757308.25,42305095.2,199875764.16,133478902.53,311153372.17,245193832.5
a_1,4569.51,4804.85,5613.17,8884.22,10183.46,230372.81,6141234.82,11422737.99,15795707.05,25824343.69,40236348.79,47494236.81,192875588.2,122973707.16,355289398.75,312971435.16
h_1,5527.54,4437.39,6780.46,8694.87,9745.96,49705.64,13369167.72,16158601.84,18463329.06,24544627.04,42497975.09,48170195.15,152073940.79,199171336.54,531007391.34,324231799.41
g_1,3609.57,4839.19,8501.79,8915.84,11010.53,48203.64,6287074.64,28209760.07,20180032.51,20181258.87,40363824.23,77760505.7,185596792.84,204523002.26,310410803.9,300024447.87
c_0,4625.14,5270.82,6170.32,7080.61,9830.53,62158.69,7322773.63,14130065.19,30796105.09,26553948.09,72531566.42,65025123.45,224419101.26,262532903.49,484962524.51,313885487.93
d_0,4105.71,5304.07,4107.52,16978.0,12336.21,50348.03,6031515.49,13409079.35,11613337.02,41775565.32,34488283.69,49912811.65,163679583.64,169163122.87,351465136.03,329639764.33
b_0,4804.1,5025.75,6183.81,9267.3,9638.61,46399.41,7462934.9,14805160.32,19581270.49,26637882.66,65706085.16,58572126.06,223590324.41,440474735.79,480848623.94,330604873.2
f_0,3625.47,4193.2,5906.88,10164.42,12622.35,65951.28,8466447.87,13861640.4,19476037.56,27109782.5,42900869.9,94107002.49,212876282.69,225211388.64,442132953.73,663570139.9
h_0,5559.05,5395.45,6113.62,8383.71,11436.61,55124.69,5409119.47,17486464.28,18240342.0,24982988.11,35172100.46,53856173.88,136004291.72,236119062.73,515821779.35,222336957.98
a_0,4538.98,5116.07,7090.44,8632.47,11852.11,33914.4,7916433.48,13925470.62,18998071.12,24308850.14,40496950.3,53758173.39,233211016.26,451367443.14,463797968.43,321081572.7
g_0,4181.82,4350.37,8276.58,8623.54,11005.46,57962.5,7575653.39,11643367.75,18739040.33,22406006.0,38648647.57,75686416.49,202165151.46,216344927.35,279844572.9,380087629.14
e_0,4776.31,3298.51,6150.71,10709.49,11628.74,57287.73,7497072.18,14226473.83,20522213.17,21978658.91,37319139.22,55785326.37,214476695.8,237009597.99,409100031.9,676951713.98
