,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.18,0.92,0.99,0.96,0.68,0.55,0.62,0.58,0.71,0.57,0.47,0.48,0.51,0.47,0.52
e_1,0.85,1.0,0.87,1.07,0.94,0.87,0.85,0.97,0.6,0.65,0.78,0.77,0.69,0.58,0.65,0.69
d_1,1.09,1.16,1.0,0.89,1.09,0.72,0.67,0.69,0.95,0.52,0.61,0.64,0.63,0.67,0.54,0.47
c_1,1.01,0.94,1.11,1.0,1.31,0.88,0.67,0.47,0.49,0.6,0.51,0.57,0.61,0.58,0.57,0.58
b_1,1.04,1.07,0.93,0.76,1.0,1.45,0.88,0.71,0.76,0.74,0.82,0.69,0.68,0.5,0.58,0.7
a_1,1.43,1.12,1.37,1.14,0.69,1.0,0.86,0.76,0.73,1.01,0.75,0.74,0.64,0.73,0.69,0.58
h_1,1.82,1.19,1.5,1.43,1.15,1.08,1.0,0.85,0.88,1.13,0.9,0.76,0.86,0.8,0.76,0.91
d_0,1.59,0.97,1.36,2.25,1.46,1.3,1.19,1.0,0.99,1.06,0.83,1.03,0.98,0.86,0.91,0.95
c_0,1.7,1.69,1.05,2.02,1.23,1.28,1.1,1.03,1.0,1.12,1.39,0.82,1.02,1.05,0.87,0.87
g_1,1.42,1.5,1.91,1.7,1.44,0.98,0.86,0.96,0.92,1.0,1.05,1.19,0.8,0.76,0.84,0.85
b_0,1.79,1.33,1.57,1.91,1.32,1.33,1.08,1.13,0.76,0.96,1.0,0.88,0.95,1.31,0.79,0.73
f_0,2.02,1.24,1.56,1.79,1.46,1.28,1.32,1.02,1.19,0.85,1.2,1.0,1.04,1.0,1.49,0.83
h_0,2.04,1.54,1.6,1.65,1.51,1.57,1.11,0.98,0.98,1.25,1.04,0.97,0.99,0.8,0.89,1.06
a_0,2.08,1.65,1.55,1.71,2.0,1.23,1.26,1.12,1.02,1.32,0.83,0.99,1.28,1.0,0.85,1.05
e_0,2.18,1.51,1.8,1.8,1.82,1.46,1.38,1.07,1.15,1.12,1.24,0.65,1.14,1.05,1.0,1.04
g_0,1.96,1.55,2.11,1.62,1.38,1.65,1.12,1.06,1.12,1.19,1.37,1.22,0.93,1.05,0.97,1.0
