,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,0.98,1.0,0.88,0.87,0.89,1.08,0.9,0.86,0.86,0.84,0.8,0.85,0.75,1.03
e_1,0.78,1.0,0.92,1.22,1.09,1.03,1.06,0.94,1.01,1.47,0.99,1.17,1.09,1.17,1.23,1.21
d_1,1.01,1.08,1.0,0.91,0.99,1.04,1.13,0.84,1.25,1.02,1.01,1.01,0.96,0.89,0.82,0.81
c_1,1.01,0.81,1.11,1.0,1.27,1.0,0.91,1.08,0.81,0.69,0.93,1.09,1.08,0.9,1.14,0.9
b_1,1.13,0.91,1.01,0.8,1.0,1.34,0.98,1.04,1.1,0.94,1.1,1.01,1.01,0.88,1.08,1.01
a_1,1.15,0.98,0.95,0.99,0.74,1.0,1.24,1.13,1.1,1.23,1.31,0.86,1.07,1.38,1.02,1.21
h_1,1.13,0.95,0.95,1.04,0.91,0.79,1.0,1.37,0.96,0.87,0.93,0.88,1.32,1.11,1.02,1.09
g_1,0.91,1.08,1.18,0.9,1.03,0.92,0.73,1.0,1.05,0.81,1.03,1.33,0.89,1.07,0.99,1.01
c_0,1.2,0.98,0.79,1.12,0.83,0.89,1.06,0.94,1.0,1.3,1.43,1.25,1.18,1.12,1.14,1.14
d_0,1.06,0.69,1.02,1.49,1.0,0.78,1.19,1.35,0.78,1.0,1.03,0.85,1.2,0.96,0.93,1.07
b_0,1.18,1.01,1.03,1.12,0.85,0.85,1.05,0.91,0.72,0.98,1.0,0.94,1.08,1.33,1.12,1.01
f_0,1.02,0.9,0.93,0.92,1.05,1.09,1.1,0.75,0.84,1.18,1.07,1.0,1.15,1.29,1.48,0.83
h_0,1.27,0.95,1.06,0.94,1.01,0.93,0.76,1.12,0.82,0.85,0.91,0.81,1.0,0.91,1.01,1.01
a_0,1.22,0.87,1.11,1.13,1.19,0.8,0.94,0.93,0.91,1.01,0.77,0.86,1.07,1.0,0.82,0.99
e_0,1.27,0.85,1.14,0.91,1.05,0.88,0.94,1.07,0.89,1.06,0.94,0.69,1.02,1.38,1.0,0.89
g_0,0.95,0.85,1.21,1.03,1.0,0.91,0.92,0.94,0.91,0.88,0.97,1.22,1.01,0.96,1.21,1.0
