,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.06,1.54,2.33,2.39,2.18,2.02,0.93,0.81,0.77,0.6,0.8,0.62,0.52,0.62,1.14,0.52
f_1,2.43,1.06,1.96,2.23,1.98,2.08,0.64,0.94,0.67,0.6,0.91,0.56,0.4,0.56,0.49,0.59
d_1,2.54,2.77,1.06,2.48,2.2,1.76,0.84,0.59,1.13,0.68,0.55,0.72,0.48,0.56,0.52,0.33
c_1,2.16,2.42,2.72,1.06,3.0,1.59,0.92,0.97,0.44,1.0,0.68,0.66,0.53,0.53,0.63,0.52
b_1,2.8,3.48,3.09,1.55,1.07,2.91,1.01,1.11,0.84,1.28,0.82,1.22,0.67,0.75,0.68,0.74
a_1,3.44,3.81,4.1,4.65,1.89,1.07,1.87,1.34,1.23,1.06,1.11,1.26,1.01,1.4,1.46,0.84
h_1,5.79,7.22,5.88,6.06,6.09,4.6,1.33,2.48,1.86,1.72,1.83,1.73,2.4,1.49,1.35,1.28
g_1,7.18,7.45,7.24,6.46,5.89,5.89,1.83,1.35,2.58,2.21,2.04,1.92,1.18,2.08,1.74,1.99
d_0,4.75,7.25,11.95,8.66,6.55,5.54,2.9,2.52,1.57,1.97,1.97,2.0,2.14,1.74,1.85,1.71
c_0,8.6,7.96,4.86,12.17,6.24,6.31,3.1,2.76,3.09,1.51,2.64,2.72,1.63,1.8,1.64,1.79
f_0,7.16,12.68,8.4,8.07,7.2,6.55,3.13,2.18,2.68,2.07,1.49,2.64,2.03,1.78,2.59,1.17
b_0,8.97,8.66,5.98,10.66,13.24,7.55,2.96,3.55,2.75,1.46,2.15,1.53,2.19,2.73,1.67,1.58
h_0,10.31,10.82,9.59,9.82,9.07,7.46,4.3,4.18,2.68,2.98,2.74,2.44,2.89,2.14,2.15,2.12
a_0,10.36,11.97,9.49,10.43,11.79,16.24,4.07,3.59,3.81,3.45,3.45,1.84,2.85,1.67,3.39,2.03
e_0,11.93,14.31,10.5,10.17,10.49,8.51,4.17,3.43,3.26,3.59,1.76,3.76,2.92,2.96,1.6,2.12
g_0,11.81,10.98,12.62,12.76,11.36,9.13,3.87,4.43,3.52,3.15,4.01,3.39,2.27,3.77,3.23,3.32
