,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.22,1.79,1.96,4.47,21.67,34.96,45.82,35.95,44.38,54.52,86.22,88.66,119.36,125.69
f_1,1.17,1.0,1.17,1.52,1.78,3.52,15.62,28.92,31.8,30.58,41.21,41.97,66.93,74.61,75.81,129.69
d_1,0.8,0.88,1.0,0.95,1.12,3.06,14.59,19.26,24.58,34.89,35.24,33.41,60.49,71.98,91.69,72.88
c_1,0.56,0.66,1.05,1.0,1.51,2.82,13.61,20.24,16.21,19.08,26.03,35.28,51.1,62.26,90.31,82.0
b_1,0.5,0.56,0.9,0.67,1.0,3.46,11.05,21.51,15.98,20.99,25.5,29.38,42.32,47.88,62.37,73.72
a_1,0.22,0.28,0.33,0.35,0.3,1.0,4.68,7.16,8.0,9.27,11.33,11.67,22.32,20.22,26.48,32.38
h_1,0.05,0.06,0.07,0.07,0.09,0.22,1.0,1.99,1.38,1.65,2.22,2.46,3.92,4.76,5.69,7.12
g_1,0.03,0.04,0.05,0.05,0.05,0.14,0.51,1.0,0.91,1.09,1.39,1.83,2.14,2.66,4.19,3.66
d_0,0.02,0.03,0.04,0.06,0.06,0.12,0.72,1.1,1.0,0.9,1.43,1.49,2.29,3.22,3.57,4.01
c_0,0.03,0.03,0.03,0.05,0.05,0.11,0.6,0.89,1.04,1.0,1.7,1.33,2.31,2.84,3.49,3.55
b_0,0.02,0.03,0.03,0.04,0.04,0.09,0.44,0.72,0.73,0.57,1.0,0.91,1.82,3.04,2.25,2.95
f_0,0.02,0.02,0.03,0.03,0.04,0.08,0.41,0.53,0.65,0.78,1.11,1.0,1.74,2.04,3.43,2.31
h_0,0.01,0.01,0.02,0.02,0.02,0.04,0.25,0.45,0.42,0.42,0.52,0.55,1.0,0.92,1.27,1.84
a_0,0.01,0.01,0.01,0.02,0.02,0.05,0.21,0.37,0.33,0.37,0.34,0.47,1.06,1.0,1.28,1.36
e_0,0.01,0.01,0.01,0.01,0.02,0.04,0.17,0.26,0.26,0.29,0.43,0.29,0.77,0.7,1.0,1.01
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.14,0.27,0.25,0.28,0.36,0.42,0.53,0.73,1.0,1.0
