,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.4,0.69,0.68,0.96,0.8,0.63,1.44,1.74,1.55,2.53,1.8,1.87,1.96,1.86,0.85,2.0
f_1,1.19,2.42,0.74,0.87,0.66,0.57,1.45,1.08,1.29,1.58,1.78,0.74,1.79,1.77,1.75,2.21
d_1,0.69,0.8,2.5,0.59,0.82,0.85,1.41,1.49,2.71,0.97,1.71,1.58,2.53,1.81,1.86,1.62
c_1,0.68,0.75,0.86,2.63,1.28,0.69,1.3,1.25,0.7,1.49,1.22,1.88,1.95,1.93,1.78,2.27
b_1,0.68,0.82,0.84,0.62,2.73,1.3,1.77,1.45,1.71,1.55,0.73,2.04,2.46,0.96,1.74,2.19
a_1,0.89,0.9,0.64,0.72,0.62,3.22,1.73,1.52,1.89,1.75,1.64,1.38,2.36,,1.99,2.67
h_1,1.02,1.28,0.99,1.02,0.82,1.03,3.82,2.66,2.39,2.03,2.22,1.94,1.05,2.22,1.98,3.12
g_1,0.8,0.99,1.46,1.15,0.89,0.99,1.63,4.24,2.18,2.07,1.99,2.84,2.63,1.78,2.15,1.45
c_0,1.15,1.17,0.98,0.71,0.85,1.17,1.85,1.9,3.73,2.36,4.06,2.51,2.66,2.67,2.66,2.79
d_0,0.95,1.13,0.51,1.56,1.02,0.92,2.17,1.79,2.13,3.79,2.81,2.81,2.94,2.21,2.32,2.72
b_0,1.03,1.1,1.14,1.11,0.64,0.95,2.15,2.29,2.11,2.06,3.88,2.53,2.68,4.07,2.25,2.84
f_0,0.84,0.75,1.19,1.13,1.02,1.3,2.28,2.22,2.25,2.08,2.65,3.98,2.98,2.05,3.62,2.17
h_0,0.99,1.37,1.14,1.06,0.81,0.93,1.43,2.29,2.19,1.87,2.28,2.0,1.62,1.55,2.45,3.47
a_0,0.94,1.04,1.09,0.91,1.47,,1.84,2.17,2.02,2.41,1.99,3.0,3.27,4.6,2.11,2.51
e_0,0.66,1.19,0.98,1.23,1.05,1.0,2.29,1.88,2.17,2.86,2.52,2.15,2.68,2.16,4.82,3.17
g_0,0.94,0.81,1.48,1.12,0.95,0.86,1.66,1.56,2.43,2.15,2.65,3.88,2.16,2.38,1.8,1.51
