,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,14684.72,5823.78,4552.85,8067.24,8247.57,41174.65,4101527.99,13921718.98,18402742.89,44270425.98,27394253.82,38016021.38,151741254.36,253263639.78,179134638.46,347060688.44
f_1,8644.53,14777.05,5096.39,6519.15,6808.68,48856.35,3363590.75,12365526.33,18830998.06,26282908.54,29019438.06,24075523.01,146493331.76,228527701.0,195279958.23,311219936.02
d_1,4729.07,5788.76,17016.13,4703.29,9107.06,48276.42,4066804.31,14155124.93,36048588.73,14581332.15,33769370.41,43236039.03,134924895.44,246796599.45,264113840.94,417425673.11
c_1,4504.96,4099.37,5794.66,19152.77,16514.22,48568.41,3644265.09,12346153.26,9531705.07,22315578.98,17305875.59,44936334.36,95560597.42,243590506.73,269120086.61,364127311.95
b_1,4804.79,6119.09,5573.16,5762.64,27569.69,93172.4,3649325.38,13215694.89,19800422.34,21828958.51,22918133.98,40251381.28,108833057.92,246666997.82,276237365.02,360003530.44
a_1,5262.14,5184.08,6775.41,7723.53,7781.19,230903.01,3862101.6,13975587.63,16708555.64,23095438.57,31712724.06,40024416.96,92315644.69,263115804.32,233652284.67,395074812.11
h_1,4887.5,7466.73,6901.71,7891.96,8878.16,49828.87,7872201.71,18168673.41,19618753.33,23515927.53,31412884.76,40140999.56,155567986.31,201979058.28,233367098.08,550387245.8
g_1,4346.6,4947.94,9799.04,7775.28,9582.01,47515.59,4399257.01,35668143.55,20768623.73,19916888.95,31712809.76,67904311.07,140027907.71,254122796.89,331354123.98,358802562.03
c_0,5818.34,6809.24,7210.51,5661.99,7634.38,47657.06,4333126.94,16918404.99,37950711.41,25015821.23,62271162.43,52826179.89,223543193.7,324308502.01,317807314.09,487676388.65
d_0,5538.82,5906.47,3426.54,13133.37,10659.17,52463.5,4035522.58,13919858.41,14259739.33,44002434.21,27998711.81,48891438.56,125953964.55,234154181.75,268699815.96,408538008.84
b_0,5269.01,6567.26,7136.05,7931.8,6573.48,42827.34,3947838.37,14762658.46,26772791.79,24627667.77,60110016.35,51428661.9,340529177.35,342219865.24,311978044.13,435730908.66
f_0,4917.22,5111.39,7652.59,7445.31,11031.2,56245.52,4404928.71,16266494.32,22986651.41,22250255.66,35178846.48,84162473.72,125622310.23,301438647.15,622116465.82,461363972.55
a_0,5487.05,5938.98,6722.81,9055.6,8474.82,34975.66,4176806.77,15964033.43,21653678.24,31509732.71,32726564.46,51333423.64,328395696.53,317891438.8,288238300.71,485686390.13
h_0,5744.88,7968.2,6799.07,6845.68,10065.64,40987.11,3054718.68,18707851.67,21153103.33,27340559.3,30386143.08,36690405.45,129407301.43,186264514.92,284260986.49,529465763.41
e_0,3985.69,6404.75,8258.79,6965.56,10159.97,59958.28,4233426.67,14880759.73,25877920.39,25083279.62,37221971.66,49581905.41,169121206.04,340597970.15,641076205.73,467553320.83
g_0,4715.36,5089.5,10137.62,6717.29,10157.4,46515.6,3768857.32,12007830.37,23612766.51,22363568.95,29309009.54,72423488.93,118962662.87,266141669.69,405457531.12,360385091.37
