,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.45,0.83,0.87,0.82,0.63,0.26,0.17,0.27,0.17,0.16,0.21,0.13,0.15,0.49,0.14
f_1,0.61,0.16,0.78,0.77,0.86,0.72,0.15,0.15,0.24,0.13,0.17,0.3,0.08,0.14,0.14,0.14
c_1,0.55,0.74,0.16,1.03,0.79,0.85,0.28,0.09,0.25,0.36,0.15,0.15,0.11,0.15,0.13,0.13
d_1,0.89,0.87,0.77,0.16,0.75,0.77,0.18,0.49,0.14,0.13,0.14,0.14,0.12,0.14,0.14,0.07
b_1,0.98,0.9,0.42,0.67,0.14,0.86,0.26,0.16,0.26,0.2,0.42,0.16,0.12,0.19,0.14,0.1
a_1,1.02,0.76,1.09,0.81,0.37,0.1,0.29,0.19,0.25,0.16,0.18,0.15,0.14,0.49,0.12,0.11
h_1,0.62,0.66,0.67,0.51,0.69,0.6,0.05,0.12,0.17,0.11,0.12,0.13,0.13,0.11,0.11,0.09
d_0,0.36,0.64,0.58,1.15,0.65,0.75,0.19,0.07,0.19,0.14,0.12,0.13,0.09,0.09,0.14,0.12
g_1,0.67,0.63,0.68,0.54,0.69,0.59,0.11,0.16,0.05,0.11,0.13,0.12,0.07,0.14,0.14,0.16
c_0,0.72,0.62,1.58,0.3,0.68,0.51,0.17,0.18,0.15,0.06,0.14,0.14,0.09,0.1,0.15,0.11
b_0,0.54,0.7,0.77,0.53,1.32,0.54,0.19,0.11,0.15,0.06,0.05,0.11,0.09,0.12,0.13,0.08
f_0,0.58,1.07,0.55,0.54,0.67,0.62,0.18,0.13,0.1,0.12,0.12,0.05,0.08,0.12,0.12,0.06
h_0,0.57,0.6,0.57,0.57,0.54,0.47,0.28,0.13,0.17,0.11,0.12,0.11,0.13,0.1,0.12,0.08
a_0,0.64,0.77,0.59,0.47,0.74,0.98,0.18,0.1,0.19,0.12,0.06,0.12,0.09,0.04,0.11,0.08
e_0,1.08,0.94,0.61,0.56,0.54,0.54,0.2,0.1,0.17,0.1,0.08,0.06,0.1,0.11,0.04,0.07
g_0,0.59,0.72,0.64,0.53,0.68,0.52,0.12,0.16,0.25,0.12,0.12,0.09,0.06,0.12,0.09,0.13
