,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,11.99,8.77,7.66,9.38,8.71,2.32,2.61,2.46,2.92,2.05,,1.79,2.25,2.21,2.5
e_1,5.56,1.07,10.04,9.2,11.07,9.19,3.41,3.46,2.68,3.57,1.86,2.56,1.56,3.33,,1.98
d_1,8.44,10.84,1.07,11.58,8.64,10.8,3.16,,3.33,2.42,2.73,2.7,1.98,3.12,2.35,1.36
c_1,9.92,9.62,9.06,1.07,13.01,11.13,4.56,1.81,,3.23,2.4,2.63,2.01,2.73,2.45,2.2
b_1,9.74,10.96,9.99,6.24,1.07,9.04,3.27,3.36,4.21,4.19,,2.22,2.34,2.97,2.42,2.16
a_1,15.09,12.82,10.76,14.17,7.06,1.07,8.19,5.04,3.66,5.31,3.8,4.6,3.55,,,3.9
h_1,21.46,13.39,17.97,12.25,14.35,9.26,1.41,3.45,3.91,5.73,4.93,3.87,,2.83,3.16,3.19
d_0,13.77,8.32,,15.52,11.43,14.45,5.7,1.73,3.68,5.01,4.1,4.9,3.51,3.54,3.37,3.06
c_0,14.97,15.28,8.9,,12.4,13.53,5.47,5.9,1.72,5.7,4.66,4.09,2.78,3.18,3.07,2.46
g_1,23.2,20.26,17.31,17.19,15.67,13.18,4.92,4.62,6.24,1.41,4.95,8.0,4.23,3.94,,
b_0,20.15,23.72,18.34,22.02,,16.53,5.55,4.73,2.84,6.69,1.7,3.61,3.13,5.21,4.83,3.16
f_0,,20.17,17.07,17.07,30.74,16.19,8.9,5.37,6.29,3.68,5.36,1.72,3.85,2.99,,2.42
h_0,16.65,18.3,16.64,17.84,14.53,12.9,,4.31,5.4,5.02,7.47,4.04,,3.25,3.24,4.25
a_0,23.7,18.98,27.15,22.63,23.03,,9.88,9.25,7.58,7.56,4.26,7.66,7.09,1.76,,3.92
e_0,29.84,,22.4,21.89,28.33,,9.12,7.57,6.92,,7.11,,6.41,,1.66,
g_0,22.86,21.4,24.47,20.08,21.38,12.17,4.7,6.28,6.82,,8.19,5.62,3.37,5.94,,
