,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.71,0.81,1.16,1.13,0.85,1.1,1.05,1.49,0.78,1.07,0.85,1.11,1.15,,1.09
f_1,1.41,1.0,1.07,1.19,0.87,1.15,0.82,0.92,0.83,1.05,,0.98,0.79,0.98,1.13,0.87
d_1,1.23,0.94,1.0,0.86,0.93,0.89,1.11,0.87,,1.48,0.98,1.13,1.28,1.06,0.75,0.64
c_1,0.86,0.84,1.16,1.0,1.4,1.05,1.13,0.79,0.83,,0.82,0.9,1.3,1.22,1.0,1.06
b_1,0.89,1.15,1.07,0.71,1.0,1.4,0.85,0.93,1.0,1.24,1.0,,1.14,0.88,1.06,0.96
a_1,1.18,0.87,1.13,0.95,0.72,1.0,1.05,1.03,0.88,1.1,1.08,1.28,0.9,,,0.86
h_1,0.91,1.22,0.9,0.89,1.17,0.96,1.0,1.07,0.99,0.78,0.74,1.1,,0.86,0.93,1.59
g_1,0.95,1.08,1.15,1.26,1.08,0.97,0.93,1.0,0.79,1.08,1.18,1.21,0.6,0.87,0.89,
d_0,0.67,1.2,,1.2,1.0,1.13,1.01,1.27,1.0,0.93,0.92,0.91,0.95,1.06,1.0,1.04
c_0,1.28,0.95,0.68,,0.8,0.91,1.28,0.92,1.07,1.0,1.25,1.32,0.98,1.03,0.79,0.87
f_0,0.93,,1.02,1.22,1.0,0.92,1.36,0.85,1.08,0.8,1.0,0.92,0.93,1.0,1.32,0.87
b_0,1.17,1.02,0.89,1.11,,0.78,0.91,0.82,1.1,0.76,1.09,1.0,1.1,1.27,,1.03
h_0,0.9,1.26,0.78,0.77,0.87,1.11,,1.66,1.05,1.02,1.07,0.91,,0.83,0.85,1.18
a_0,0.87,1.02,0.94,0.82,1.14,,1.16,1.15,0.94,0.97,1.0,0.78,1.21,1.0,,1.21
e_0,,0.88,1.33,1.0,0.94,,1.08,1.13,1.0,1.26,0.76,,1.18,,1.0,0.97
g_0,0.92,1.15,1.56,0.94,1.04,1.17,0.63,,0.96,1.15,1.15,0.97,0.85,0.83,1.04,
