,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,0.6,0.56,0.69,0.66,0.63,0.14,0.22,0.12,0.13,0.12,0.22,0.07,0.11,0.14,0.1
d_1,0.68,0.16,0.81,0.71,0.59,0.55,0.18,0.12,0.13,0.32,0.15,0.12,0.09,0.14,0.12,0.05
e_1,0.37,0.7,0.16,0.79,0.73,0.7,0.22,0.22,0.16,0.14,0.13,0.18,0.11,0.14,0.34,0.16
c_1,0.68,0.75,0.57,0.14,0.64,0.61,0.17,0.18,0.26,0.07,0.14,0.11,0.1,0.13,0.11,0.1
b_1,0.71,0.72,0.67,0.33,0.13,0.74,0.24,0.21,0.19,0.15,0.24,0.15,0.09,0.15,0.14,0.1
a_1,0.75,0.68,0.71,0.64,0.36,0.09,0.25,0.24,0.13,0.15,0.16,0.15,0.11,0.4,0.15,0.11
h_1,0.58,0.52,0.54,0.61,0.48,0.51,0.06,0.14,0.1,0.11,0.1,0.09,0.11,0.09,0.09,0.07
g_1,0.63,0.49,0.51,0.57,0.64,0.44,0.11,0.05,0.12,0.12,0.09,0.1,0.06,0.13,0.1,0.11
c_0,0.55,0.28,0.53,1.2,0.56,0.56,0.19,0.16,0.06,0.21,0.12,0.11,0.09,0.11,0.12,0.07
d_0,0.52,1.06,0.28,0.51,0.49,0.56,0.17,0.21,0.14,0.06,0.1,0.13,0.08,0.1,0.12,0.1
b_0,0.55,0.42,0.46,0.73,1.04,0.46,0.18,0.16,0.06,0.13,0.05,0.1,0.08,0.1,0.1,0.08
f_0,0.94,0.52,0.51,0.46,0.52,0.46,0.14,0.1,0.11,0.12,0.11,0.05,0.09,0.11,0.09,0.04
h_0,0.54,0.53,0.48,0.54,0.49,0.39,0.19,0.15,0.11,0.12,0.11,0.09,0.11,0.08,0.12,0.07
a_0,0.56,0.51,0.5,0.49,0.59,1.01,0.16,0.14,0.09,0.13,0.06,0.1,0.09,0.04,0.13,0.07
e_0,0.7,0.46,0.71,0.52,0.52,0.45,0.13,0.14,0.11,0.11,0.11,0.05,0.09,0.09,0.04,0.06
g_0,0.61,0.55,0.48,0.46,0.5,0.56,0.11,0.21,0.1,0.12,0.1,0.1,0.06,0.11,0.1,0.11
