,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.84,1.24,1.89,1.96,4.41,18.88,30.28,45.55,32.52,49.68,49.97,87.82,89.43,109.46,118.32
f_1,1.18,1.0,1.21,1.52,1.68,3.6,15.64,26.83,30.39,28.6,38.68,44.43,64.49,68.58,73.32,128.12
d_1,0.81,0.84,1.0,1.16,1.43,3.24,12.89,17.67,24.64,35.87,33.58,39.66,59.43,60.65,75.78,67.94
c_1,0.54,0.67,0.85,1.0,1.57,2.44,11.46,18.89,14.59,18.84,24.01,25.48,48.88,51.67,65.01,70.52
b_1,0.51,0.58,0.69,0.65,1.0,3.18,11.2,16.74,16.48,21.86,26.4,27.64,44.76,48.25,55.64,69.1
a_1,0.22,0.28,0.31,0.4,0.31,1.0,4.7,5.85,7.47,8.01,9.84,13.18,18.38,18.09,22.09,30.29
h_1,0.05,0.06,0.08,0.09,0.09,0.2,1.0,1.83,1.63,1.84,2.44,2.72,4.32,4.55,5.15,7.09
g_1,0.03,0.04,0.05,0.06,0.06,0.16,0.55,1.0,1.11,1.18,1.91,1.61,2.56,3.15,4.13,3.95
d_0,0.02,0.03,0.04,0.07,0.06,0.13,0.61,0.89,1.0,0.95,1.35,1.5,2.56,2.66,3.26,4.06
c_0,0.03,0.03,0.03,0.05,0.05,0.12,0.53,0.81,1.04,1.0,1.31,2.11,2.57,2.84,3.0,3.52
f_0,0.02,0.03,0.03,0.04,0.04,0.1,0.41,0.54,0.73,0.75,1.0,1.14,1.92,1.95,3.37,2.5
b_0,0.02,0.02,0.03,0.04,0.04,0.07,0.37,0.59,0.63,0.47,0.88,1.0,1.8,2.52,2.2,2.36
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.23,0.39,0.4,0.4,0.53,0.55,1.0,0.95,1.3,1.6
a_0,0.01,0.01,0.02,0.02,0.02,0.05,0.22,0.31,0.35,0.35,0.5,0.41,1.03,1.0,1.22,1.37
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.18,0.26,0.33,0.35,0.29,0.46,0.79,0.86,1.0,1.24
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.14,0.26,0.25,0.29,0.43,0.44,0.61,0.74,0.8,1.0
