,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.25,0.57,0.55,0.43,0.39,0.38,1.0,1.87,0.81,0.97,1.04,1.06,1.18,0.74,0.38,1.18
f_1,0.97,2.25,0.44,0.38,0.38,0.28,0.75,1.01,0.73,0.9,0.96,0.34,1.36,0.81,0.61,1.06
c_1,0.39,0.45,2.44,0.41,0.88,0.44,0.85,1.16,0.84,0.35,0.69,1.02,1.04,0.7,0.84,1.01
d_1,0.46,0.61,0.35,2.49,0.42,0.35,0.96,0.41,0.89,1.93,1.1,0.97,1.34,1.02,0.86,0.88
b_1,0.45,0.45,0.58,0.52,2.57,0.73,0.7,0.83,0.6,0.69,0.27,0.89,1.46,0.52,0.71,1.0
a_1,0.48,0.49,0.5,0.6,0.4,2.98,0.86,0.91,0.97,0.94,1.03,0.88,1.17,0.35,0.75,1.03
h_1,0.59,1.0,0.53,0.53,0.47,0.35,3.0,1.1,1.08,1.16,1.17,1.07,0.76,1.2,0.85,1.54
d_0,0.5,0.68,1.17,0.24,0.63,0.38,1.07,2.54,0.83,0.94,1.06,1.25,1.61,0.97,1.15,1.22
g_1,0.51,0.58,0.52,0.92,0.52,0.35,1.07,1.22,3.2,1.3,1.3,1.51,1.42,1.05,1.1,0.74
c_0,0.61,0.77,0.33,0.71,0.33,0.4,1.29,1.12,1.03,2.76,2.79,1.27,1.66,1.36,1.12,1.44
b_0,0.67,0.64,0.56,0.68,0.22,0.44,1.43,1.22,1.03,1.22,2.74,1.48,1.41,2.42,0.98,1.7
f_0,0.48,0.4,0.59,0.66,0.59,0.58,1.09,1.4,1.12,1.3,1.63,2.89,1.53,1.32,2.4,1.48
h_0,0.64,0.96,0.6,0.53,0.5,0.41,0.55,1.1,1.18,1.07,1.34,1.14,0.89,1.06,1.08,1.69
a_0,0.68,0.66,0.71,0.59,0.4,0.21,1.06,1.4,0.85,1.2,1.3,1.18,1.94,2.97,1.25,1.36
e_0,0.31,0.72,0.62,0.61,0.6,0.5,1.08,1.14,1.15,1.29,1.57,1.37,1.89,1.07,3.24,1.54
g_0,0.63,0.43,0.51,1.02,0.61,0.46,1.07,1.0,0.66,1.16,1.24,2.02,1.86,0.99,1.05,0.83
