,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.11,2.52,4.01,4.56,4.66,4.33,1.44,1.52,1.04,0.93,0.85,1.13,0.66,0.84,1.65,0.56
f_1,4.18,1.12,3.91,4.48,4.62,3.67,0.9,1.32,0.94,0.73,0.85,1.46,0.43,0.85,0.72,0.77
d_1,6.48,5.69,1.11,4.81,4.2,4.21,1.31,0.81,2.38,0.91,0.93,0.78,0.79,0.83,1.01,0.47
c_1,4.02,5.0,7.56,1.12,4.27,5.12,1.4,1.47,0.58,1.72,1.06,1.12,0.75,1.16,1.06,0.74
b_1,5.08,5.61,6.86,2.94,1.14,6.29,1.76,2.28,1.06,1.51,2.21,1.25,0.75,1.34,1.06,0.91
a_1,7.61,11.32,9.13,11.33,4.46,1.14,2.39,2.89,1.96,2.14,2.41,1.75,1.74,3.3,1.51,1.39
h_1,13.97,17.27,13.11,14.1,16.02,12.29,1.72,4.28,2.92,2.6,2.85,3.18,3.44,3.27,2.36,2.08
g_1,20.96,23.21,17.29,20.91,16.88,18.06,3.81,1.73,3.8,3.63,3.44,3.55,2.0,3.44,4.02,3.34
d_0,10.66,18.95,34.96,20.23,19.42,19.42,7.23,6.26,2.29,4.19,4.46,4.34,2.57,5.87,3.73,3.22
c_0,21.31,21.22,9.82,55.62,23.05,19.42,6.23,5.41,5.88,2.27,4.46,4.56,2.85,3.91,3.61,3.22
b_0,23.4,21.72,16.93,28.32,39.93,21.5,6.32,6.32,5.04,2.29,2.3,4.24,3.44,4.69,3.58,3.34
f_0,25.43,42.69,19.35,21.48,23.62,17.04,6.77,3.82,4.68,4.72,6.03,2.22,3.28,6.05,4.72,2.37
h_0,28.05,28.57,27.79,33.49,30.48,25.44,13.03,8.56,6.27,5.36,5.45,5.38,7.24,5.7,4.42,4.49
a_0,35.0,35.04,24.44,33.86,39.93,58.26,9.35,10.56,6.93,5.06,2.88,6.46,5.47,2.33,5.45,3.71
e_0,54.5,62.95,31.56,28.58,32.22,38.43,9.89,7.77,7.82,6.26,7.18,3.67,4.91,5.12,2.6,4.49
g_0,37.4,35.71,38.25,40.99,38.31,28.22,8.19,13.25,8.11,7.8,7.27,6.62,3.47,6.88,6.56,7.41
