,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.09,1.0,0.83,0.83,0.65,0.51,0.38,0.57,0.41,0.45,0.38,0.35,0.33,0.35,0.29
f_1,0.93,1.0,1.27,0.98,0.82,0.68,0.42,0.5,0.37,0.42,0.35,0.36,0.31,0.3,0.25,0.31
e_1,1.0,0.8,1.0,1.25,0.96,0.76,0.54,0.42,0.46,0.62,0.45,0.45,0.38,0.33,0.36,0.37
c_1,1.17,1.05,0.84,1.0,1.31,0.69,0.55,0.46,0.41,0.31,0.37,0.4,0.33,0.39,0.35,0.32
b_1,1.19,1.18,1.05,0.77,1.0,1.14,0.54,0.53,0.49,0.48,0.43,0.45,0.36,0.42,0.39,0.4
a_1,1.5,1.45,1.27,1.44,0.9,1.0,0.71,0.74,0.6,0.61,0.65,0.59,0.52,0.57,0.45,0.41
h_1,1.95,2.41,1.79,1.84,1.82,1.44,1.0,1.02,0.76,0.77,0.79,0.73,0.69,0.65,0.63,0.71
g_1,2.62,2.08,2.32,2.23,1.91,1.31,0.97,1.0,0.92,0.88,0.93,1.03,0.7,0.62,0.76,0.69
c_0,1.81,2.71,2.12,2.39,2.05,1.69,1.27,1.02,1.0,1.18,1.24,0.9,0.92,0.76,0.81,0.74
d_0,2.37,2.25,1.62,3.27,2.12,1.72,1.27,1.09,0.87,1.0,0.87,0.98,0.78,0.83,0.81,0.83
b_0,2.18,2.86,2.18,2.69,2.34,1.57,1.28,1.11,0.83,1.1,1.0,1.03,1.24,0.99,0.86,0.89
f_0,2.58,2.84,2.12,2.47,2.25,1.66,1.39,0.93,1.09,1.06,1.0,1.0,0.84,0.92,1.14,0.73
a_0,2.84,3.0,2.69,3.12,2.88,1.91,1.5,1.4,1.09,1.24,0.81,1.17,1.0,1.04,0.95,0.94
h_0,2.98,3.33,3.01,2.5,2.33,1.8,1.52,1.65,1.3,1.24,1.08,1.04,0.98,1.0,0.91,1.0
e_0,2.81,4.08,2.89,2.95,2.51,2.11,1.54,1.37,1.24,1.2,1.15,0.87,1.06,1.08,1.0,0.87
g_0,3.37,3.19,2.69,2.98,2.56,2.44,1.41,1.47,1.43,1.11,1.08,1.37,1.04,0.93,1.1,0.99
