,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.45,0.88,0.69,0.92,0.79,0.25,0.17,0.16,0.24,0.17,0.19,0.13,0.17,0.62,0.15
f_1,0.73,0.16,0.91,0.81,0.65,0.67,0.16,0.16,0.14,0.31,0.16,0.32,0.08,0.17,0.13,0.12
c_1,0.65,0.82,0.16,0.91,0.81,0.78,0.24,0.1,0.31,0.22,0.14,0.13,0.1,0.14,0.15,0.12
d_1,0.96,0.68,0.79,0.16,0.81,0.67,0.21,0.43,0.16,0.13,0.15,0.16,0.11,0.14,0.14,0.08
b_1,0.94,0.99,0.39,0.65,0.13,1.1,0.24,0.19,0.24,0.28,0.47,0.15,0.13,0.17,0.15,0.1
a_1,0.77,0.96,0.93,0.86,0.39,0.1,0.25,0.17,0.15,0.22,0.21,0.16,0.12,0.34,0.17,0.13
h_1,0.57,0.61,0.68,0.63,0.63,0.49,0.06,0.14,0.13,0.2,0.14,0.11,0.16,0.12,0.1,0.09
d_0,0.31,0.76,0.65,1.25,0.75,0.59,0.19,0.07,0.12,0.18,0.13,0.11,0.1,0.11,0.13,0.13
c_0,0.53,0.71,1.57,0.34,0.61,0.77,0.18,0.16,0.07,0.18,0.11,0.13,0.11,0.14,0.11,0.09
g_1,0.63,0.67,0.73,0.54,0.64,0.67,0.12,0.15,0.14,0.05,0.14,0.12,0.08,0.1,0.12,0.13
b_0,0.54,0.64,0.93,0.48,1.58,0.56,0.17,0.13,0.06,0.16,0.05,0.11,0.08,0.12,0.11,0.08
f_0,0.54,1.18,0.56,0.61,0.66,0.53,0.19,0.11,0.13,0.11,0.14,0.06,0.11,0.15,0.12,0.06
h_0,0.59,0.58,0.6,0.58,0.6,0.57,0.29,0.11,0.1,0.17,0.11,0.13,0.13,0.09,0.11,0.1
a_0,0.51,0.51,0.5,0.74,0.8,1.22,0.21,0.15,0.11,0.2,0.06,0.13,0.09,0.04,0.12,0.08
e_0,0.78,1.03,0.58,0.68,0.68,0.47,0.13,0.12,0.1,0.16,0.13,0.06,0.09,0.13,0.04,0.07
g_0,0.57,0.61,0.55,0.68,0.65,0.65,0.13,0.12,0.11,0.35,0.13,0.12,0.07,0.12,0.12,0.12
