,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,112.08,95.83,74.28,78.64,114.77,437.97,9860.34,18493.9,24107.3,25142.71,24486.18,45234.49,82487.02,92437.77,128380.75,192132.43
e_1,64.35,112.48,98.5,74.87,126.21,502.1,10244.51,18856.86,34631.48,25717.31,32965.69,44453.26,87042.73,105130.66,137008.58,204196.02
c_1,65.91,54.3,128.16,83.36,197.58,369.46,10208.91,17755.7,17416.74,17437.95,26810.91,33018.33,85572.18,113499.15,113318.46,193715.52
d_1,67.99,62.05,61.03,136.26,112.5,401.56,10450.6,15558.88,18978.15,41474.89,29570.23,45689.47,84676.69,115806.15,108969.64,201100.97
b_1,56.38,54.19,55.89,65.56,191.97,682.63,9510.27,14154.45,15157.28,21101.73,23654.99,28468.91,68912.2,92010.23,90007.82,153320.02
a_1,38.69,36.46,50.01,46.55,48.9,563.51,5921.93,11694.87,12836.69,12338.15,16977.58,27910.87,48312.33,66363.34,51381.91,93037.76
h_1,19.83,16.26,17.8,20.55,27.75,106.64,3588.91,5856.6,4988.96,6416.42,7188.81,11363.31,18420.66,26551.24,27822.53,56566.55
g_1,12.76,12.2,15.6,24.09,23.99,86.58,1748.33,5798.83,3519.89,5860.55,8468.17,9658.29,15074.04,24370.84,25399.87,32963.47
d_0,12.47,11.46,24.99,12.16,27.46,91.61,2127.28,4183.53,5314.18,4051.42,6349.61,9015.57,18024.27,21613.92,24587.21,37095.06
c_0,14.61,12.47,14.92,14.3,18.13,88.71,1850.48,3551.16,4422.28,6660.23,5368.12,14286.59,17764.38,25255.66,27847.75,40163.89
f_0,10.41,10.41,16.16,16.1,24.63,81.21,1907.94,2978.31,3990.51,4845.21,7261.96,9323.2,16945.33,34530.66,21923.29,32644.69
b_0,10.99,10.5,14.75,14.41,14.16,60.37,1645.01,3286.89,3625.72,3785.06,4319.15,9716.57,16666.92,16931.49,34983.15,28396.31
h_0,10.89,8.41,10.53,11.92,17.4,54.69,1314.85,3273.31,2971.71,3438.92,3937.12,5819.58,10991.98,16097.03,18265.45,31401.71
e_0,8.65,6.99,8.56,11.54,15.66,54.46,1220.13,2323.84,2442.34,3171.94,3415.44,6497.08,11712.16,20191.07,15689.66,21456.47
a_0,8.05,6.43,9.07,11.43,14.4,44.45,1342.23,2347.39,2676.87,3051.96,3351.75,4523.89,11337.66,13717.91,20862.58,22571.06
g_0,6.19,6.13,7.72,10.99,13.27,48.92,979.67,1741.6,2220.51,2989.12,4103.54,5323.97,8962.11,14267.66,14516.42,16406.42
