,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,1.11,0.94,0.88,0.64,0.5,0.55,0.39,0.34,0.4,0.45,0.37,0.33,0.37,0.35
f_1,1.3,1.0,0.83,1.02,0.96,0.66,0.37,0.43,0.44,0.38,0.44,0.36,0.27,0.36,0.26,0.34
c_1,0.9,1.2,1.0,1.21,1.26,0.6,0.46,0.32,0.45,0.35,0.32,0.41,0.35,0.32,0.32,0.3
d_1,1.06,0.98,0.82,1.0,0.97,0.8,0.49,0.5,0.42,0.63,0.42,0.43,0.39,0.35,0.36,0.28
b_1,1.14,1.04,0.79,1.03,1.0,1.33,0.59,0.5,0.52,0.53,0.49,0.4,0.47,0.36,0.42,0.41
a_1,1.56,1.5,1.66,1.25,0.75,1.0,0.67,0.59,0.54,0.46,0.78,0.49,0.52,0.42,0.45,0.5
h_1,1.92,2.78,2.19,2.07,1.67,1.43,1.0,0.67,1.16,0.81,0.78,0.62,0.72,0.78,0.64,0.91
d_0,1.67,2.32,3.2,2.02,2.0,1.93,1.48,1.0,0.96,0.83,0.94,0.86,0.84,0.63,0.77,0.6
g_1,2.45,2.25,2.28,2.44,1.89,1.82,0.85,1.02,1.0,0.98,0.98,1.0,0.64,0.81,0.87,0.72
c_0,2.81,2.63,3.01,1.66,1.86,2.04,1.24,1.28,0.99,1.0,1.34,0.8,0.81,0.79,0.66,0.87
b_0,2.54,2.31,3.23,2.31,2.14,1.25,1.32,1.01,0.99,0.73,1.0,0.94,0.85,1.16,0.85,0.74
f_0,2.34,2.97,2.49,2.49,2.43,2.01,1.64,1.17,0.99,1.29,1.01,1.0,0.91,1.1,1.3,0.7
h_0,2.52,3.79,2.96,2.58,2.14,1.94,1.38,1.15,1.56,1.18,1.19,1.15,1.0,0.92,0.86,0.9
a_0,3.13,2.86,3.09,2.97,2.73,,1.26,1.6,1.2,1.14,0.9,0.94,1.07,1.0,1.14,0.85
e_0,2.71,3.95,3.03,2.53,2.32,2.21,1.62,1.4,1.12,1.43,1.19,0.75,1.15,0.82,1.0,0.95
g_0,2.9,2.93,3.35,3.83,2.36,2.04,1.14,1.59,1.37,1.17,1.33,1.38,1.1,1.16,1.07,1.0
