,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.98,1.21,1.01,1.07,1.09,1.03,1.43,0.91,0.99,1.14,1.09,1.03,1.07,1.07
f_1,1.25,1.0,0.89,1.02,0.98,0.82,0.81,1.03,1.03,0.9,0.92,0.99,0.86,0.95,0.89,1.01
d_1,1.01,1.11,1.0,0.94,0.89,0.93,1.05,0.85,0.98,1.3,1.12,0.98,1.02,1.03,0.93,0.86
c_1,0.85,0.96,1.1,1.0,1.36,1.01,0.93,1.06,0.74,0.85,0.84,0.91,1.01,0.92,0.94,1.02
b_1,0.99,1.0,1.1,0.74,1.0,1.31,1.08,1.12,0.93,1.2,1.0,0.96,1.08,0.99,1.04,1.03
a_1,0.96,1.23,1.09,0.98,0.76,1.0,1.16,1.03,0.95,1.07,1.25,1.11,0.98,0.99,1.07,1.01
h_1,0.97,1.22,0.94,1.07,0.92,0.85,1.0,1.07,0.91,0.89,0.94,0.96,1.06,0.9,0.99,1.19
g_1,0.95,0.95,1.14,0.97,0.93,0.96,0.9,1.0,0.93,0.99,1.03,1.1,0.86,0.98,0.9,0.96
d_0,0.72,0.96,0.99,1.35,1.09,1.01,1.09,1.04,1.0,0.79,0.93,0.98,1.07,0.99,1.13,1.09
c_0,1.11,1.07,0.76,1.2,0.85,0.94,1.15,0.95,1.29,1.0,1.4,1.13,1.02,1.14,1.11,1.01
b_0,1.0,1.1,0.88,1.27,0.98,0.82,1.06,0.94,1.06,0.75,1.0,0.94,1.1,1.39,1.05,0.98
f_0,0.87,1.03,1.02,1.07,1.05,0.92,1.05,0.89,0.95,0.9,1.0,1.0,1.05,1.02,1.43,0.91
h_0,0.92,1.13,0.98,0.99,0.91,0.99,0.95,1.15,0.9,0.95,0.95,0.9,1.0,1.0,1.0,1.08
a_0,0.96,1.09,0.98,1.06,0.97,0.93,1.06,1.06,1.0,0.92,0.72,0.9,0.98,1.0,1.0,0.93
e_0,0.94,1.13,1.05,1.0,1.03,0.87,1.08,1.13,0.88,0.97,1.0,0.69,1.02,1.01,1.0,1.03
g_0,0.94,0.99,1.15,0.95,0.93,1.0,0.85,0.98,0.86,1.0,1.03,1.07,0.92,1.01,1.02,1.0
