,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,d_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,13302.23,6495.49,4143.01,4816.85,6928.64,20261.21,3627692.87,8712865.34,9194785.0,7917311.82,14016593.96,11286506.08,64230300.98,111498372.53,67382116.94,226901573.64
e_1,3554.67,13663.18,4329.92,6419.78,6668.48,23457.06,3723186.15,8290219.54,18273269.6,8148918.17,14119463.32,26152321.78,74824103.62,151298917.43,56499880.79,271692254.63
d_1,3933.12,2874.98,22915.67,4071.52,7076.43,21382.87,3710924.65,17408684.15,3716915.43,7404297.07,16477179.8,27412937.03,98159344.96,153180571.85,132135598.06,346456766.77
c_1,2974.68,3058.24,4682.04,25076.01,14359.29,20603.0,3217681.3,3842669.21,9220430.63,7009860.38,8996110.73,28869807.98,64806121.56,105374067.73,116474601.49,202446188.08
b_1,3398.19,3085.72,5553.79,5367.4,34738.71,49084.29,2825308.51,7274061.06,9408939.5,7580956.38,5744534.08,20982964.08,48460157.54,145976387.38,120280278.33,320847566.25
a_1,4030.1,2511.36,5930.83,6082.68,6331.39,162318.07,4046609.64,8580359.79,9495010.74,8167724.38,13356989.54,22929101.67,34119221.03,166680152.57,135533949.91,318836246.36
h_1,5759.28,4121.03,6302.66,6761.03,7325.72,24110.94,10533574.44,10286335.57,11869672.73,11352875.46,17733760.6,29224145.46,94459155.55,107581309.46,137527501.89,466238460.9
c_0,4240.55,4125.86,8196.55,4757.56,6492.05,29136.51,4702115.86,19422841.55,9938782.54,10510244.48,30359307.56,27951298.19,118504395.74,174052793.09,143250105.94,393726405.55
d_0,3938.72,4029.73,3888.61,13699.67,8493.17,26962.59,4318681.99,7142660.61,21223852.5,9097963.58,14151368.9,30069888.46,82926444.93,165302819.73,133134021.38,333362501.55
g_1,3264.04,3075.82,10006.94,7251.31,7946.46,27459.06,4567107.74,10062113.73,9998795.28,28019524.59,15924024.55,48817405.72,89724333.76,177625088.75,146613723.93,257600403.56
b_0,4309.54,4432.57,7082.37,7138.61,4391.76,26775.5,4903498.49,11503837.43,11676445.5,10767748.59,31302395.7,33262871.41,178571669.76,176816152.18,141880994.93,379189124.87
f_0,2882.41,3222.08,6696.95,8010.97,9596.13,31502.48,5315344.05,9767820.29,10675607.31,9402551.89,13033286.99,66869459.15,82218339.25,181485826.87,340597970.15,421263817.84
a_0,5016.55,4389.14,8326.9,6685.08,7536.3,20418.27,5103896.9,11031278.53,12865713.1,9254226.31,16112825.65,24431784.38,208258458.29,203657395.55,141285083.91,353861606.99
h_0,5056.31,4184.16,7044.41,6765.48,7220.53,33827.29,2285326.97,10617516.1,12315454.96,12006575.39,17987713.2,28053343.09,81621225.44,109427854.33,166062691.91,445994728.54
e_0,4748.42,2110.5,5580.79,7958.81,10214.86,33498.73,5119846.57,12086444.3,11433186.22,11299748.9,19710835.26,28615309.1,92338125.26,223189193.19,397364298.5,452156497.82
g_0,3479.93,3788.57,10966.43,6946.82,6791.2,30718.84,4278132.08,11132929.5,10038257.62,5966904.13,16138509.04,45316938.84,80568048.34,147161597.2,167960551.25,242245557.82
