,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.16,0.93,0.94,0.85,0.71,0.91,0.72,0.62,0.6,0.71,0.56,0.55,0.6,0.58
f_1,1.22,1.0,1.01,0.84,0.91,0.77,0.58,0.7,0.66,0.58,0.59,0.58,0.52,0.56,0.47,0.63
c_1,0.87,0.99,1.0,1.06,1.29,0.94,0.72,0.52,0.74,0.64,0.54,0.59,0.61,0.5,0.56,0.59
d_1,1.06,1.18,0.91,1.0,0.9,0.79,0.73,0.68,0.56,0.84,0.73,0.64,0.64,0.65,0.6,0.45
b_1,1.06,1.1,0.81,1.09,1.0,1.36,0.74,0.6,0.74,0.76,0.66,0.71,0.68,0.55,0.57,0.57
a_1,1.16,1.28,1.03,1.27,0.75,1.0,0.93,0.77,0.89,0.81,0.85,0.67,0.72,0.75,0.66,0.66
h_1,1.41,1.72,1.39,1.4,1.33,1.04,1.0,0.87,0.99,0.9,0.87,0.9,0.88,0.87,0.76,0.85
d_0,1.09,1.44,1.9,1.53,1.73,1.23,1.08,1.0,0.98,0.9,0.93,0.94,1.03,0.79,0.98,0.92
g_1,1.41,1.53,1.39,1.76,1.33,1.12,1.01,0.99,1.0,1.04,1.03,1.06,0.85,0.91,0.91,0.76
c_0,1.66,1.73,1.5,1.2,1.31,1.15,1.13,1.14,0.95,1.0,1.33,0.99,1.1,1.04,0.92,0.86
b_0,1.6,1.68,1.87,1.38,1.49,1.16,1.22,1.08,0.96,0.77,1.0,0.98,0.93,1.23,0.82,0.96
f_0,1.4,1.69,1.67,1.55,1.43,1.58,1.11,1.03,0.91,1.01,1.0,1.0,0.99,0.98,1.19,0.69
h_0,1.75,1.91,1.65,1.53,1.46,1.36,1.14,1.03,1.23,0.89,1.06,1.0,1.0,0.89,0.87,0.93
a_0,1.85,1.7,2.02,1.57,1.74,1.28,1.11,1.32,1.09,0.93,0.85,1.04,1.13,1.0,1.01,0.92
e_0,1.77,2.04,1.77,1.65,1.74,1.48,1.28,1.04,1.07,1.04,1.19,0.86,1.22,0.98,1.0,0.96
g_0,1.75,1.65,1.71,2.15,1.78,1.52,1.19,1.06,1.34,1.14,1.09,1.48,1.04,1.16,1.06,1.0
