,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.34,1.01,0.65,0.99,0.7,0.57,1.52,3.13,1.38,1.45,1.76,1.59,1.87,1.38,1.03,1.93
f_1,1.42,2.35,0.71,0.82,0.65,0.64,1.25,1.76,1.28,1.53,1.61,0.97,2.06,1.18,1.01,1.65
d_1,0.76,0.91,2.46,0.65,0.81,0.69,1.54,1.07,1.53,3.05,1.92,1.77,2.43,1.61,1.62,1.93
c_1,0.78,0.76,0.87,2.45,1.33,0.58,1.46,1.62,1.31,0.96,1.33,1.61,2.3,1.34,1.53,1.73
b_1,0.78,0.79,0.87,0.9,2.61,1.23,1.36,1.58,1.19,1.57,1.11,1.42,1.88,1.02,1.4,2.01
a_1,0.8,0.91,1.01,0.79,0.76,3.1,1.72,1.92,1.39,1.61,1.94,1.71,2.25,0.99,1.32,2.06
h_1,0.96,1.37,0.98,0.8,0.66,0.65,3.33,1.88,1.81,1.55,1.98,1.61,1.99,1.72,1.33,2.65
d_0,1.0,1.01,0.6,1.59,0.77,0.64,1.74,2.92,1.37,1.24,1.74,1.73,2.18,1.22,1.38,2.04
g_1,0.81,0.86,1.39,0.86,0.88,0.63,1.7,1.74,3.59,1.63,1.6,2.76,2.32,1.73,1.65,1.67
c_0,0.96,1.13,1.05,0.63,0.64,0.65,1.89,1.88,1.42,3.26,3.42,1.99,2.33,1.88,1.92,2.25
b_0,0.97,1.15,0.93,0.99,0.52,0.59,1.76,1.97,1.63,1.72,3.05,1.78,2.66,3.32,1.6,2.2
f_0,0.81,0.83,1.13,0.88,0.81,0.68,2.08,1.92,1.58,1.72,2.23,3.39,2.37,1.94,3.3,2.47
h_0,0.8,1.23,1.02,0.87,0.85,0.67,1.33,1.75,2.03,1.89,2.11,1.95,1.83,1.6,1.71,2.76
a_0,0.88,1.06,1.04,0.89,0.72,0.59,1.97,1.9,2.0,1.98,2.05,1.8,2.78,3.61,1.91,2.38
e_0,0.63,1.14,0.99,1.02,0.89,0.69,2.14,1.91,1.47,1.73,2.08,1.97,3.09,1.78,3.49,2.52
g_0,0.8,0.72,1.37,1.0,0.82,0.73,1.88,1.65,1.12,1.71,2.19,2.84,2.5,1.45,1.87,2.05
