,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10371.55,1282.61,1734.93,1203.33,4009.95,9897.11,1729848.39,7392200.32,6670164.03,4442151.27,9259384.94,14537580.14,54332287.62,40905987.48,16118176.79,117311394.35
f_1,1986.66,11756.79,1432.11,1886.09,3179.68,11219.22,1789126.53,3860872.95,5354571.55,3830793.03,6903671.97,2416973.56,50106493.46,43779924.99,61025980.34,96499189.71
c_1,987.56,1277.62,16075.57,1643.02,7556.14,10744.0,1805043.21,4110700.89,858459.74,4172437.2,4586644.74,14373213.96,58276563.46,43578849.57,59944517.62,112555997.57
d_1,909.48,1237.14,1091.32,18068.43,4068.11,8528.95,2136162.26,1320949.18,11208055.23,5248793.82,9319181.93,14567662.04,57394716.24,56401968.53,70291509.92,128657798.47
b_1,937.14,1281.12,1498.51,1620.74,51368.08,25691.68,1861544.43,3502451.15,4306648.86,4171971.72,890705.6,11804758.69,53007038.18,25415225.74,73549660.05,126047016.46
a_1,872.87,1451.94,1950.6,1848.22,3082.15,195302.1,1851103.08,4555894.94,6939795.95,4101414.64,6357696.71,13986536.5,50573041.52,11837228.43,50511969.08,107663992.27
h_1,1807.07,2834.58,2531.34,3217.91,6102.39,19351.87,13462802.75,6135611.33,9011570.41,8796834.03,9905388.54,23019229.31,20101183.59,79983702.97,121561559.99,224000682.75
d_0,1751.04,1912.82,5948.04,797.6,5421.68,19113.21,3393146.99,17460853.57,8121017.76,7737849.16,15414725.68,25594063.02,104007958.07,80336233.28,120062390.04,184935167.98
c_0,2138.43,2346.59,1404.65,3715.84,4409.35,19320.75,2951641.71,8810158.74,27577400.21,8143944.0,27394590.18,28744760.73,95866085.11,78403142.67,116952723.27,221808368.38
g_1,1605.46,1739.79,2467.48,4703.6,5581.46,17075.18,3480347.43,7278212.42,8448347.26,41485069.55,10971158.19,45837709.53,73095213.07,83806453.48,140779012.48,92307973.66
b_0,2363.55,2419.85,3098.24,3224.53,2238.74,15633.4,3298940.93,8025054.55,9944991.56,7583363.47,38539177.27,23106087.64,97994782.75,146152534.77,105217994.19,231809162.99
f_0,1841.34,671.75,3641.0,2607.09,8156.02,24691.57,4537271.7,8195773.54,11002204.32,9433984.29,12214737.31,77818961.12,97354655.17,93101284.09,228573759.51,232305436.09
h_0,1452.98,3071.54,2846.86,3686.17,7095.51,13290.04,1338486.56,7918559.41,9498032.44,10503608.92,12198754.36,20833074.99,30223790.38,75527931.63,100875664.27,253854506.22
a_0,2261.84,2049.58,2756.71,3186.71,5483.13,,4156474.66,8072575.23,10566513.77,9615710.3,12830814.17,29034074.32,115939233.68,329801743.86,124395896.88,206553040.89
e_0,897.33,2379.64,2584.0,3464.99,6955.59,18365.84,3498916.97,9613457.13,10862538.51,12457488.39,15904426.67,29186844.63,93530987.42,112553702.98,493296206.14,191723227.92
g_0,1700.65,1691.24,2754.72,5787.12,6179.27,14853.19,2952977.35,5792675.89,6680875.21,3082974.52,11303446.38,32385108.91,106213051.72,61390070.56,122989548.64,93435258.22
