,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.42,0.6,0.93,0.97,0.92,0.93,0.53,0.48,0.46,0.37,0.51,0.39,0.35,0.43,0.79,0.37
f_1,0.95,0.41,0.78,0.9,0.83,0.95,0.37,0.55,0.4,0.36,0.57,0.35,0.26,0.38,0.34,0.42
d_1,0.94,1.03,0.4,0.95,0.88,0.77,0.46,0.33,0.64,0.39,0.33,0.43,0.31,0.37,0.35,0.22
c_1,0.76,0.86,0.98,0.39,1.14,0.66,0.48,0.52,0.24,0.55,0.38,0.37,0.32,0.33,0.39,0.33
b_1,0.87,1.09,0.98,0.5,0.36,1.07,0.46,0.52,0.4,0.62,0.41,0.61,0.36,0.41,0.38,0.42
a_1,0.83,0.92,1.01,1.16,0.49,0.3,0.66,0.49,0.46,0.4,0.43,0.49,0.42,0.6,0.63,0.37
h_1,0.72,0.9,0.74,0.78,0.82,0.67,0.24,0.47,0.36,0.33,0.37,0.35,0.51,0.33,0.3,0.29
g_1,0.81,0.85,0.84,0.76,0.72,0.79,0.3,0.23,0.45,0.39,0.37,0.35,0.23,0.42,0.35,0.41
d_0,0.51,0.79,1.32,0.97,0.77,0.71,0.46,0.41,0.26,0.33,0.34,0.35,0.4,0.33,0.36,0.34
c_0,0.89,0.83,0.51,1.31,0.7,0.77,0.47,0.43,0.49,0.24,0.44,0.46,0.29,0.33,0.3,0.34
f_0,0.68,1.2,0.81,0.79,0.74,0.73,0.43,0.31,0.39,0.3,0.23,0.4,0.33,0.3,0.43,0.2
b_0,0.84,0.81,0.57,1.03,1.33,0.83,0.41,0.5,0.39,0.21,0.32,0.23,0.35,0.45,0.28,0.27
h_0,0.8,0.84,0.76,0.79,0.76,0.68,0.49,0.49,0.32,0.36,0.34,0.31,0.38,0.29,0.3,0.3
a_0,0.73,0.85,0.68,0.76,0.9,1.35,0.42,0.38,0.41,0.38,0.39,0.21,0.34,0.21,0.42,0.26
e_0,0.83,1.0,0.75,0.74,0.79,0.7,0.43,0.36,0.35,0.39,0.2,0.42,0.35,0.37,0.2,0.27
g_0,0.76,0.71,0.83,0.85,0.79,0.69,0.36,0.43,0.35,0.32,0.41,0.35,0.25,0.43,0.37,0.39
