,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.44,0.41,0.48,0.45,0.41,0.09,0.15,0.1,0.08,0.08,0.14,0.05,0.08,0.08,0.07
e_1,0.29,0.17,0.5,0.51,0.42,0.43,0.16,0.13,0.1,0.09,0.1,0.14,0.07,0.09,0.13,0.08
d_1,0.48,0.53,0.15,0.42,0.49,0.41,0.12,0.08,0.14,0.09,0.08,0.09,0.06,0.08,0.09,0.04
c_1,0.48,0.35,0.58,0.14,0.45,0.42,0.14,0.13,0.05,0.12,0.09,0.08,0.06,0.1,0.09,0.06
b_1,0.56,0.41,0.45,0.24,0.13,0.45,0.14,0.16,0.1,0.15,0.18,0.1,0.08,0.11,0.11,0.07
a_1,0.53,0.48,0.51,0.51,0.22,0.09,0.13,0.12,0.11,0.09,0.12,0.09,0.07,0.15,0.1,0.1
h_1,0.4,0.44,0.34,0.41,0.39,0.35,0.06,0.11,0.1,0.08,0.08,0.08,0.08,0.08,0.07,0.06
g_1,0.44,0.41,0.34,0.45,0.4,0.46,0.09,0.05,0.09,0.08,0.08,0.08,0.04,0.08,0.07,0.06
d_0,0.37,0.23,0.6,0.5,0.47,0.38,0.15,0.15,0.05,0.07,0.09,0.09,0.07,0.08,0.09,0.07
c_0,0.43,0.39,0.23,0.74,0.43,0.34,0.13,0.13,0.13,0.05,0.08,0.08,0.06,0.09,0.07,0.06
b_0,0.38,0.4,0.32,0.52,0.55,0.39,0.11,0.13,0.08,0.05,0.05,0.07,0.05,0.08,0.06,0.05
f_0,0.53,0.42,0.37,0.39,0.41,0.38,0.11,0.07,0.09,0.08,0.08,0.04,0.06,0.09,0.06,0.04
h_0,0.39,0.37,0.35,0.41,0.44,0.33,0.15,0.11,0.08,0.08,0.08,0.08,0.07,0.09,0.07,0.05
a_0,0.38,0.38,0.34,0.44,0.74,0.47,0.1,0.14,0.07,0.06,0.04,0.08,0.06,0.04,0.09,0.05
e_0,0.49,0.52,0.36,0.43,0.34,0.33,0.12,0.09,0.1,0.08,0.08,0.04,0.05,0.08,0.03,0.05
g_0,0.4,0.4,0.35,0.46,0.42,0.32,0.09,0.15,0.1,0.08,0.08,0.09,0.05,0.09,0.08,0.06
