,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.34,3.51,3.37,2.87,2.1,1.3,1.17,1.22,0.94,0.91,1.1,0.78,0.76,2.29,0.81
f_1,3.25,1.07,3.41,3.54,3.49,2.97,0.85,0.95,1.18,0.85,1.04,1.6,0.61,0.8,0.78,0.79
c_1,2.69,3.14,1.07,4.33,3.74,3.03,1.41,0.66,1.44,1.67,0.91,0.95,0.75,0.82,0.72,0.77
d_1,3.91,3.68,3.11,1.07,3.32,3.08,1.23,2.99,0.96,1.07,0.91,0.85,0.89,0.85,0.84,0.51
b_1,5.22,4.24,2.51,3.41,1.07,4.73,1.42,1.1,1.38,1.15,2.3,1.09,0.95,1.13,0.94,0.7
a_1,7.06,4.51,6.22,5.17,2.63,1.07,2.12,1.57,1.86,1.59,1.64,1.35,1.4,3.72,1.04,1.06
h_1,7.65,9.85,8.44,6.72,8.97,6.78,1.37,2.16,3.47,2.03,2.33,2.22,2.14,1.92,1.53,1.92
d_0,5.24,9.72,9.47,14.28,8.5,8.23,3.62,1.7,3.36,2.59,2.39,2.26,1.72,1.86,2.13,1.97
g_1,8.77,8.69,8.35,8.76,9.77,8.11,2.33,2.86,1.38,2.51,2.5,2.81,1.56,2.52,2.23,3.75
c_0,11.1,10.53,19.47,5.56,9.64,8.62,3.64,3.4,3.01,1.68,3.41,2.95,2.3,2.09,2.67,2.16
b_0,9.53,10.51,11.92,8.9,19.04,7.02,4.0,2.79,3.4,1.57,1.62,2.66,2.21,3.65,2.55,1.85
f_0,9.24,15.97,10.03,10.07,9.76,10.0,4.0,3.36,2.6,2.89,2.83,1.65,2.01,2.45,3.61,1.71
h_0,12.49,13.42,11.54,11.03,11.34,8.85,8.71,4.25,4.84,3.09,3.49,3.43,4.25,2.8,2.87,2.59
a_0,15.21,16.45,14.26,12.83,14.05,,5.06,3.69,4.62,4.35,2.25,4.15,3.13,1.72,3.49,2.9
e_0,20.47,19.45,15.64,13.71,12.62,11.5,7.93,3.57,5.2,3.53,3.32,2.08,3.65,3.16,1.73,3.01
g_0,14.58,18.18,17.24,15.51,16.7,11.72,4.57,5.22,6.41,4.44,4.51,3.87,2.9,3.91,3.26,4.87
