,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.89,1.24,0.93,0.85,0.69,0.78,0.87,0.57,0.68,0.68,0.7,0.55,0.66,0.61
f_1,1.26,1.0,0.86,0.93,0.97,0.76,0.59,0.68,0.69,0.67,0.61,0.48,0.45,0.61,0.44,0.53
d_1,1.13,1.17,1.0,0.82,0.95,0.85,0.7,0.53,0.69,0.83,0.65,0.57,0.72,0.56,0.61,0.45
c_1,0.81,1.07,1.2,1.0,1.42,0.68,0.71,0.66,0.44,0.46,0.52,0.6,0.58,0.55,0.51,0.59
b_1,1.08,1.03,1.06,0.71,1.0,1.54,0.66,0.76,0.82,0.8,0.86,0.73,0.66,0.57,0.57,0.61
a_1,1.17,1.32,1.18,1.44,0.65,1.0,1.01,0.87,0.77,0.67,0.82,0.84,0.69,0.66,0.63,0.59
h_1,1.41,1.73,1.49,1.43,1.49,1.01,1.0,1.25,0.89,0.86,0.91,0.86,0.8,0.82,0.84,0.88
g_1,1.32,1.41,1.88,1.51,1.36,1.15,0.8,1.0,0.86,1.02,0.84,1.25,0.77,0.82,0.94,0.86
d_0,1.11,1.47,1.45,2.26,1.23,1.22,1.09,1.17,1.0,0.83,1.04,1.03,1.01,0.92,0.89,0.93
c_0,1.71,1.48,1.2,2.08,1.3,1.36,1.16,0.97,1.2,1.0,1.29,1.06,1.03,1.06,1.01,0.99
b_0,1.42,1.62,1.54,1.92,1.18,1.1,1.08,1.16,1.04,0.79,1.0,1.02,0.97,1.39,0.88,0.92
f_0,1.52,2.01,1.75,1.6,1.39,1.18,1.17,0.82,1.04,0.93,0.98,1.0,0.93,0.9,1.48,0.77
h_0,1.46,2.13,1.44,1.73,1.58,1.33,1.31,1.37,0.96,0.96,1.01,1.03,1.0,1.06,1.01,1.0
a_0,1.79,1.65,1.79,1.78,1.9,1.65,1.26,1.18,1.19,0.98,0.75,1.09,0.96,1.0,0.94,0.97
e_0,1.49,2.35,1.6,2.18,1.68,1.63,1.19,1.03,1.23,1.02,1.27,0.69,1.01,1.07,1.0,1.04
g_0,1.67,1.83,2.3,1.67,1.56,1.65,1.14,1.13,1.07,1.05,1.06,1.3,1.02,1.01,0.99,1.0
