,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.71,0.94,0.95,0.87,0.72,0.52,0.54,0.45,0.68,0.43,0.48,0.36,0.29,0.37,0.4
f_1,1.4,1.0,1.01,0.95,0.71,0.67,0.42,0.46,0.43,0.42,0.43,0.42,0.28,0.3,0.28,0.27
d_1,1.06,0.99,1.0,1.01,0.81,0.62,0.55,0.36,0.55,0.53,0.47,0.42,0.32,0.27,0.33,0.26
c_1,1.05,1.05,0.99,1.0,1.28,0.58,0.49,0.56,0.39,0.32,0.47,0.37,0.4,0.37,0.33,0.34
b_1,1.15,1.41,1.24,0.78,1.0,1.33,0.52,0.49,0.53,0.47,0.37,0.41,0.39,0.32,0.34,0.32
a_1,1.38,1.49,1.61,1.72,0.75,1.0,0.97,0.67,0.57,0.77,0.61,0.6,0.73,0.54,0.4,0.58
h_1,1.83,2.46,1.79,2.04,1.93,1.02,1.0,1.01,0.83,0.77,0.88,0.65,0.61,0.76,0.62,0.77
g_1,1.8,2.15,2.74,1.81,1.95,1.46,1.01,1.0,0.95,0.84,0.83,1.1,0.73,0.87,0.66,0.73
c_0,2.16,2.47,1.86,2.86,1.89,1.75,1.13,1.03,1.0,1.01,1.21,0.9,0.89,0.78,0.69,0.83
d_0,1.48,2.49,1.81,3.17,2.08,1.48,1.26,1.13,1.02,1.0,0.88,0.92,0.81,0.83,0.74,0.76
b_0,2.37,2.42,2.08,2.26,2.55,1.72,1.15,1.22,0.79,1.11,1.0,0.96,1.0,1.18,0.91,0.74
f_0,2.14,2.33,2.4,2.72,2.25,1.7,1.56,0.92,1.08,1.13,1.07,1.0,0.94,1.03,1.28,0.61
h_0,2.64,3.69,3.13,2.6,2.65,1.41,1.66,1.39,1.1,1.23,0.95,1.06,1.0,0.88,0.99,1.1
a_0,3.28,3.34,3.49,2.7,2.92,,1.36,1.23,1.26,1.07,0.81,0.98,1.1,1.0,1.02,0.83
e_0,2.66,3.67,3.16,3.05,2.85,2.19,1.63,1.42,1.32,1.29,1.14,0.81,0.93,1.17,1.0,1.21
g_0,2.44,3.63,3.73,2.9,3.33,1.62,1.34,1.38,1.16,1.34,1.33,1.57,0.95,1.13,0.83,1.0
