,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.42,0.41,0.53,0.41,0.28,0.3,0.31,0.26,0.43,0.31,0.28,0.25,0.21,0.15,0.24
f_1,0.73,0.95,0.42,0.44,0.33,0.22,0.3,0.23,0.25,0.27,0.27,0.13,0.21,0.2,0.17,0.21
d_1,0.46,0.53,0.95,0.34,0.43,0.35,0.31,0.26,0.47,0.22,0.31,0.23,0.28,0.22,0.21,0.19
c_1,0.44,0.49,0.51,0.94,0.69,0.28,0.29,0.25,0.16,0.25,0.21,0.28,0.23,0.22,0.21,0.23
b_1,0.44,0.51,0.51,0.37,0.94,0.6,0.37,0.27,0.3,0.28,0.19,0.28,0.31,0.15,0.21,0.23
a_1,0.58,0.68,0.53,0.48,0.34,0.94,0.41,0.31,0.36,0.38,0.34,0.27,0.31,0.22,0.22,0.29
h_1,0.77,0.96,0.68,0.68,0.52,0.46,0.77,0.55,0.46,0.41,0.44,0.37,0.27,0.34,0.25,0.41
g_1,0.64,0.71,1.06,0.76,0.64,0.5,0.44,0.75,0.5,0.41,0.42,0.57,0.42,0.32,0.31,0.27
c_0,0.88,0.85,0.72,0.67,0.5,0.58,0.57,0.41,0.68,0.55,0.8,0.44,0.42,0.38,0.34,0.37
d_0,0.79,0.82,0.5,1.17,0.68,0.41,0.54,0.48,0.39,0.66,0.53,0.46,0.43,0.3,0.31,0.42
b_0,0.77,0.88,0.86,0.81,0.47,0.46,0.59,0.54,0.44,0.45,0.68,0.45,0.45,0.63,0.34,0.35
f_0,0.74,0.79,0.94,0.84,0.7,0.64,0.57,0.51,0.51,0.49,0.56,0.63,0.52,0.36,0.55,0.32
h_0,0.96,1.15,1.0,0.84,0.59,0.51,0.5,0.6,0.54,0.51,0.56,0.4,0.39,0.31,0.37,0.56
a_0,0.92,0.93,0.92,0.74,0.91,0.36,0.62,0.6,0.56,0.62,0.5,0.51,0.58,0.63,0.34,0.41
e_0,0.72,1.08,0.86,0.93,0.78,0.61,0.72,0.52,0.61,0.67,0.55,0.41,0.5,0.39,0.61,0.51
g_0,0.81,0.9,1.25,0.95,0.81,0.54,0.5,0.46,0.57,0.49,0.66,0.76,0.4,0.45,0.34,0.35
