,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,106.17,54.41,54.19,80.34,97.61,311.18,7834.68,22479.37,14883.24,20155.54,29545.44,34425.95,72414.54,109222.02,107390.8,153383.82
f_1,68.88,109.98,60.8,71.86,95.41,308.42,5705.78,14613.39,15159.23,20720.26,26063.25,17633.06,62748.44,79700.71,88277.25,120617.04
d_1,44.86,53.26,137.06,47.46,105.55,268.91,7082.6,9759.78,12882.3,33951.71,29028.57,29677.79,77134.33,83674.66,117169.75,106738.59
c_1,39.02,41.56,72.48,138.09,132.86,242.12,7227.73,11154.73,13626.93,12483.11,21014.45,34040.44,73025.33,87050.02,102202.86,104438.16
b_1,37.89,37.83,56.58,47.8,197.91,384.55,5919.57,11276.25,10413.92,16471.85,13313.01,25410.66,48761.49,69090.07,89028.12,114485.82
a_1,25.5,28.0,41.93,39.91,50.05,490.96,4345.19,9300.68,9067.47,11964.89,18060.03,19377.22,44356.03,39355.99,54826.08,73771.32
h_1,12.85,18.62,18.58,15.74,22.0,74.09,3274.32,3642.58,4306.18,5132.87,7644.31,8378.96,13722.78,24904.42,24005.14,38886.78
d_0,9.92,10.96,8.75,23.78,20.49,66.78,1705.21,4453.15,3075.46,3954.3,5889.17,7187.94,15469.69,16699.57,21547.67,31194.57
g_1,8.87,9.32,17.52,14.23,25.1,58.09,1486.22,2967.87,5652.34,4050.04,5500.34,9960.05,13934.87,20248.39,20352.41,20994.6
c_0,9.98,10.76,11.85,10.85,16.94,54.48,1573.86,2880.58,2946.48,6356.33,8443.16,7063.03,13223.16,20392.62,22019.45,25338.44
b_0,8.75,10.62,11.56,13.28,12.59,47.3,1367.19,2676.67,2668.12,3331.84,7227.61,5605.05,13934.68,28489.99,19678.61,24703.11
f_0,7.54,6.53,13.15,10.99,18.08,42.71,1574.25,2173.15,2226.0,3466.66,5699.06,8671.72,11757.15,18770.33,34961.22,20326.4
h_0,5.51,9.17,8.66,8.57,15.7,40.1,832.53,1951.78,2418.83,3235.17,4104.88,5027.77,7870.01,12020.83,14565.28,22628.73
a_0,5.18,6.76,9.64,7.81,9.82,29.36,1035.57,1793.31,2017.58,2601.54,2943.15,3814.85,10073.71,19940.74,14468.28,16440.96
e_0,3.33,7.18,7.18,8.12,10.97,38.7,1172.69,1732.34,1735.46,2380.52,3390.53,2899.0,9502.51,12106.67,21774.83,16569.29
g_0,4.6,4.83,10.94,8.64,11.04,34.65,866.01,1419.02,953.01,2483.48,3429.4,5618.47,6943.07,9892.98,12085.08,12334.93
