,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.97,1.25,0.93,0.99,0.76,1.11,1.71,1.11,1.07,1.19,1.2,1.21,1.1,0.9,1.14
f_1,1.48,1.55,1.0,0.96,0.82,0.73,1.01,1.29,1.07,1.16,1.17,0.93,1.1,1.06,0.72,1.14
c_1,0.91,1.07,1.56,1.02,1.49,0.82,1.07,1.02,1.0,0.83,0.83,1.04,1.27,0.93,1.03,1.21
d_1,1.12,1.1,0.86,1.58,0.9,0.84,1.17,1.1,1.09,1.8,1.4,1.19,1.25,1.21,1.08,1.12
b_1,0.95,1.16,0.91,1.03,1.63,1.56,1.26,1.09,1.05,1.29,0.98,1.11,1.45,0.83,1.09,1.27
a_1,1.14,1.33,1.19,1.09,0.83,1.77,1.37,1.24,1.11,1.18,1.52,1.19,1.53,1.02,1.25,1.25
h_1,1.17,1.55,1.36,1.31,1.17,0.9,1.88,1.25,1.5,1.19,1.38,1.24,1.52,1.31,1.31,1.75
d_0,1.16,1.24,1.94,0.97,1.45,1.08,1.65,1.81,1.33,1.06,1.27,1.38,1.7,1.16,1.49,1.64
g_1,1.26,1.17,1.27,1.79,1.24,0.9,1.46,1.26,1.96,1.6,1.49,1.86,1.36,1.38,1.41,1.47
c_0,1.51,1.38,1.38,1.23,0.99,1.0,1.64,1.76,1.39,1.85,2.17,1.44,1.63,1.68,1.38,1.55
b_0,1.3,1.32,1.64,1.35,1.13,0.79,1.47,1.63,1.42,1.35,1.87,1.46,1.64,2.16,1.55,1.66
f_0,1.27,1.39,1.45,1.42,1.31,1.08,1.79,1.58,1.43,1.62,1.59,1.91,1.77,1.48,2.26,1.44
h_0,1.37,1.72,1.34,1.57,1.06,0.95,1.39,1.39,1.71,1.57,1.6,1.59,1.56,1.33,1.39,1.89
a_0,1.47,1.36,1.48,1.49,1.47,0.83,1.51,1.78,1.49,1.53,1.35,1.46,1.68,1.91,1.46,1.61
e_0,1.27,1.76,1.53,1.35,1.33,1.09,1.78,1.43,1.54,1.5,1.54,1.36,1.98,1.4,1.97,1.66
g_0,1.31,1.51,1.38,1.8,1.26,1.13,1.41,1.38,1.36,1.66,1.58,1.94,1.89,1.35,1.69,1.57
