,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.91,1.3,0.98,0.98,1.05,1.18,1.33,0.9,1.11,1.11,1.15,0.97,1.2,1.1
f_1,1.26,1.0,0.85,0.96,1.01,0.88,0.86,1.02,1.05,1.02,0.96,0.81,0.79,1.05,0.75,1.0
d_1,1.1,1.17,1.0,0.83,0.98,0.97,0.99,0.8,1.03,1.28,1.01,0.88,1.16,0.97,1.05,0.81
c_1,0.77,1.04,1.2,1.0,1.45,0.83,1.04,0.99,0.68,0.75,0.78,0.92,0.97,0.93,0.87,1.04
b_1,1.03,1.0,1.03,0.7,1.0,1.6,0.94,1.04,1.1,1.18,1.32,1.09,1.05,0.89,0.98,1.08
a_1,1.0,1.12,1.04,1.18,0.62,1.0,1.27,1.12,1.02,0.93,1.18,1.2,1.04,1.0,0.99,0.94
h_1,0.93,1.16,1.05,0.96,1.05,0.82,1.0,1.26,0.94,0.89,0.94,0.96,0.89,0.94,0.96,1.07
g_1,0.85,0.97,1.26,0.99,0.98,0.9,0.78,1.0,0.86,1.04,0.87,1.33,0.85,0.95,1.21,1.01
d_0,0.74,0.94,0.98,1.49,0.95,0.96,1.07,1.14,1.0,0.83,1.11,1.06,1.11,1.04,1.07,1.12
c_0,1.11,0.98,0.77,1.26,0.83,1.0,1.11,0.94,1.2,1.0,1.33,1.07,1.09,1.18,1.16,1.11
b_0,0.93,1.03,0.99,1.28,0.77,0.77,1.05,1.1,0.95,0.78,1.0,1.02,1.06,1.55,0.93,1.14
f_0,0.91,1.2,1.17,1.06,0.9,0.79,1.06,0.78,1.02,0.9,0.97,1.0,1.02,1.0,1.6,0.89
h_0,0.89,1.28,0.88,1.01,0.95,0.93,1.12,1.21,0.86,0.92,0.92,0.94,1.0,1.12,1.04,1.06
a_0,1.03,0.95,1.0,1.05,1.17,1.1,1.07,1.05,1.04,0.88,0.68,1.02,0.89,1.0,0.96,1.02
e_0,0.89,1.39,0.9,1.2,0.97,0.97,1.04,0.8,1.0,0.89,1.15,0.66,0.94,1.05,1.0,1.05
g_0,0.94,0.95,1.26,1.0,0.88,1.03,0.92,0.97,0.87,0.93,0.89,1.13,0.95,0.98,1.01,1.0
