,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.52,1.42,0.9,1.02,0.91,0.7,1.03,1.24,1.05,1.09,1.08,0.88,1.17,0.99,0.77,1.03
e_1,1.06,1.54,0.9,1.14,0.99,0.87,1.23,1.83,1.04,1.05,1.26,1.17,1.36,0.99,0.99,1.2
d_1,1.15,1.11,1.59,0.89,0.93,0.79,1.15,1.12,1.89,1.03,1.32,1.15,1.31,1.17,1.06,1.15
c_1,1.05,0.95,1.04,1.59,1.47,0.93,1.08,0.97,0.93,0.88,0.85,1.09,1.24,0.97,1.06,1.14
b_1,1.04,1.02,1.05,0.97,1.61,1.39,1.25,1.19,1.19,1.1,1.11,1.16,1.38,0.84,1.02,1.34
a_1,1.25,1.1,1.26,1.08,0.89,1.76,1.43,1.29,1.31,1.3,1.22,1.15,1.37,1.02,1.1,1.2
h_1,1.61,1.23,1.35,1.34,1.06,0.83,1.87,1.38,1.32,1.6,1.39,1.24,1.29,1.37,1.22,1.58
d_0,1.37,1.06,1.03,1.96,1.39,1.05,1.55,1.78,1.17,1.46,1.31,1.52,1.7,1.32,1.33,1.47
c_0,1.48,1.5,1.17,1.37,1.05,1.09,1.56,1.57,1.85,1.43,2.33,1.31,1.74,1.77,1.34,1.57
g_1,1.33,1.28,1.78,1.39,1.21,0.94,1.36,1.35,1.49,1.96,1.49,1.84,1.57,1.18,1.27,1.37
b_0,1.54,1.27,1.34,1.54,1.02,1.1,1.53,1.64,1.33,1.41,1.9,1.21,1.77,2.13,1.21,1.38
f_0,1.32,1.08,1.5,1.4,1.35,1.17,1.83,1.42,1.73,1.37,1.7,1.94,1.71,1.63,2.39,1.58
h_0,1.67,1.37,1.39,1.36,1.24,1.19,1.39,1.47,1.38,1.72,1.58,1.48,1.5,1.18,1.21,1.81
a_0,1.57,1.45,1.35,1.41,1.39,0.92,1.61,1.49,1.46,1.64,1.55,1.39,2.04,1.89,1.17,1.6
e_0,1.64,1.19,1.46,1.47,1.46,1.28,1.71,1.35,1.64,1.57,1.69,1.08,2.0,1.58,1.9,1.77
g_0,1.47,1.22,1.89,1.39,1.18,1.18,1.63,1.38,1.7,1.34,1.78,1.95,1.59,1.52,1.62,1.6
