,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.04,1.7,1.34,1.66,1.38,1.28,0.46,0.54,0.43,0.5,0.4,0.43,0.37,0.27,0.33,0.36
e_1,1.15,1.04,1.53,1.68,1.73,1.31,0.61,0.63,0.47,0.56,0.47,0.51,0.44,0.36,0.59,0.36
d_1,1.7,1.82,1.04,1.54,1.45,1.27,0.51,0.44,0.49,0.56,0.46,0.41,0.39,0.33,0.37,0.24
c_1,1.65,1.43,1.82,1.05,1.73,1.24,0.6,0.53,0.57,0.33,0.44,0.41,0.42,0.36,0.37,0.35
b_1,1.93,1.64,1.86,1.17,1.05,1.83,0.71,0.69,0.71,0.49,0.66,0.46,0.42,0.48,0.5,0.4
a_1,2.43,2.38,2.37,2.41,1.48,1.06,1.07,0.96,0.74,0.83,0.86,0.7,0.82,0.49,0.61,0.52
h_1,5.01,4.34,4.49,4.61,4.4,3.26,1.24,1.84,1.28,1.27,1.32,1.2,1.07,1.09,1.08,1.0
g_1,5.54,5.11,5.18,5.99,4.72,3.88,1.48,1.23,1.42,1.45,1.35,1.37,1.26,0.87,1.3,1.12
c_0,5.8,5.71,3.9,6.79,4.51,3.93,1.98,2.07,1.32,2.1,1.78,1.43,1.43,1.24,1.45,1.07
d_0,5.04,3.73,6.12,6.45,5.54,4.31,2.02,2.36,1.46,1.36,1.61,1.5,1.48,1.31,1.4,1.39
b_0,5.8,5.55,5.13,7.34,6.36,4.27,2.08,2.11,1.21,1.85,1.33,1.55,1.72,1.31,1.47,1.06
f_0,7.64,6.16,6.32,7.44,6.16,5.04,2.55,1.85,1.96,2.15,1.75,1.41,1.69,1.61,2.11,1.11
a_0,7.62,6.89,7.06,7.95,8.88,6.62,2.95,2.47,1.88,2.16,1.45,1.95,1.44,1.83,1.82,1.53
h_0,8.36,7.29,7.4,7.75,6.27,5.75,3.1,2.87,2.19,2.25,1.94,1.83,1.71,1.9,1.86,1.75
e_0,10.91,8.5,7.95,8.47,7.17,6.03,3.18,2.59,2.41,2.76,2.37,1.37,1.96,1.65,1.44,1.59
g_0,8.6,8.11,9.22,8.3,7.66,6.16,2.53,3.65,2.42,2.44,2.49,2.55,2.34,1.52,2.16,1.9
