,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,107.59,86.99,65.24,77.44,92.75,292.18,7583.29,13159.81,18469.87,22137.2,31038.3,21184.94,88013.35,77525.47,88179.23,142915.64
e_1,50.05,114.22,59.81,90.49,90.9,312.39,9104.28,16410.75,19647.05,42924.83,33374.69,34475.21,100758.37,94024.75,88829.68,163968.96
d_1,52.73,53.85,135.52,54.13,84.01,299.08,8507.04,24430.69,14805.79,20577.99,35530.12,37695.72,88495.52,89104.97,131213.66,136342.63
c_1,48.08,42.93,70.57,146.19,131.76,217.3,6860.21,7757.59,15372.24,17717.48,23082.38,30940.13,77790.92,84345.69,101608.99,138599.2
b_1,42.52,43.12,67.11,56.28,169.01,509.69,7508.3,12682.53,15343.08,19577.49,21065.65,26644.44,82470.48,60316.36,106593.96,149419.46
a_1,31.37,28.57,44.47,55.31,36.2,487.04,5317.35,10710.82,10621.61,13951.78,22230.86,17276.91,55762.78,40872.48,62698.92,98867.88
h_1,17.32,13.54,19.63,18.52,23.12,79.8,3399.83,3720.32,5589.25,6847.93,9207.96,8397.1,19562.66,20251.9,27744.61,53372.33
c_0,13.42,12.97,13.59,16.79,15.52,71.63,1897.01,4993.89,3044.65,5458.06,12350.44,7558.39,19710.37,22804.05,29830.14,31720.29
g_1,9.94,9.97,20.81,15.29,17.36,62.35,1412.06,3669.75,6262.85,4626.33,5621.21,9372.02,17854.03,20850.35,24645.55,27080.88
d_0,11.17,9.17,8.49,25.95,15.71,65.31,1364.31,2681.77,3317.73,6420.95,6291.62,5478.38,15971.2,17092.78,18845.59,28781.83
b_0,10.03,10.45,12.03,15.41,13.0,40.25,1021.66,2477.82,3734.61,4679.54,8270.16,5435.25,17549.14,29555.13,24476.27,30381.42
f_0,8.42,8.65,12.07,14.97,18.41,57.3,1474.65,2792.26,2769.31,4699.99,6012.43,8291.61,17555.68,16611.97,39381.98,22489.57
h_0,8.85,7.1,9.23,10.23,11.18,42.62,789.51,2143.74,2916.77,3462.54,4450.03,3735.84,9997.51,11252.1,15000.18,28852.53
a_0,7.69,6.87,9.08,9.42,11.79,30.53,1201.28,1913.91,1824.54,3148.1,3399.63,4115.19,11943.36,18084.19,15521.66,20573.53
e_0,6.87,5.39,7.62,9.09,11.38,31.41,1023.46,1748.69,2168.54,3003.27,3793.85,2723.16,10759.02,10083.99,23385.4,20361.05
g_0,5.43,5.52,11.33,9.29,9.28,32.2,822.63,1805.67,1460.59,2270.33,3190.31,5426.86,7669.73,9893.86,11788.41,14125.71
