,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.31,0.88,0.68,1.04,0.85,0.66,1.43,1.43,2.84,1.6,1.6,1.75,2.14,1.34,1.0,1.86
f_1,1.41,2.35,0.83,0.8,0.69,0.55,1.43,1.21,1.65,1.52,1.53,0.96,2.03,1.32,0.94,1.53
d_1,0.9,0.91,2.45,0.62,0.76,0.61,1.42,1.43,1.09,3.02,2.17,1.55,2.13,1.55,1.53,1.71
c_1,0.72,0.83,0.74,2.53,1.44,0.68,1.57,1.15,1.71,0.88,1.2,1.66,1.94,1.32,1.36,1.89
b_1,0.79,0.97,0.78,0.82,2.57,1.22,1.57,1.31,1.65,1.44,0.94,1.74,1.87,0.99,1.58,1.63
a_1,0.9,0.9,0.89,0.87,0.64,3.07,1.62,1.62,1.94,1.74,1.86,1.94,2.14,1.25,1.55,2.17
h_1,0.86,1.23,1.08,0.8,0.88,0.55,3.35,2.03,1.69,1.61,1.58,1.8,1.56,1.28,1.46,2.75
g_1,0.83,0.83,1.47,0.77,0.83,0.56,1.56,3.54,1.64,1.88,1.7,2.85,1.99,1.52,1.73,1.65
d_0,0.87,0.92,0.52,1.65,0.88,0.82,1.67,1.49,3.02,1.26,1.76,1.84,2.27,1.44,1.51,1.75
c_0,1.0,1.12,0.97,0.69,0.61,0.72,1.63,1.63,1.95,3.25,3.51,1.85,2.55,2.21,1.55,2.28
b_0,1.08,1.02,0.97,0.96,0.61,0.55,1.57,1.68,2.07,2.15,3.27,2.03,2.69,3.13,1.68,2.23
f_0,0.82,0.77,1.08,0.95,0.87,0.73,1.9,1.62,2.0,1.79,1.83,3.22,2.44,1.58,3.44,2.33
h_0,1.05,1.28,0.99,0.86,0.79,0.59,1.3,1.91,1.66,1.92,1.49,1.85,1.73,1.64,1.36,2.9
a_0,1.03,1.1,1.06,0.81,0.79,0.56,1.86,1.56,1.79,1.91,2.08,1.89,2.63,3.53,1.69,2.06
e_0,0.7,1.04,1.22,0.82,0.82,0.77,1.97,1.56,1.8,1.95,2.15,2.29,2.4,1.75,3.7,2.71
g_0,0.85,0.82,1.41,0.95,0.9,0.63,1.57,1.21,1.46,2.03,1.89,3.01,2.52,1.49,1.92,1.69
