,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.05,1.13,1.68,1.86,1.74,1.4,0.7,0.68,0.67,0.53,0.6,0.5,0.4,0.47,0.55,0.42
f_1,1.94,1.05,1.56,1.64,1.53,1.31,0.52,0.67,0.55,0.43,0.55,0.46,0.31,0.37,0.36,0.39
d_1,1.98,2.03,1.05,1.75,1.88,1.63,0.67,0.47,0.77,0.65,0.51,0.56,0.41,0.43,0.48,0.28
c_1,1.61,2.08,2.21,1.05,2.05,1.54,0.86,0.69,0.38,0.65,0.54,0.48,0.42,0.51,0.45,0.41
b_1,1.98,2.36,2.07,1.35,1.06,2.12,0.82,0.81,0.61,0.79,0.63,0.8,0.51,0.53,0.54,0.44
a_1,2.95,3.23,2.54,2.88,1.61,1.06,1.09,1.0,0.94,0.75,0.86,0.95,0.79,1.28,0.63,0.64
h_1,4.39,5.28,4.53,4.1,4.24,3.84,1.26,1.98,1.47,1.21,1.29,1.26,1.04,1.07,1.13,0.97
g_1,5.2,5.64,5.89,5.64,4.88,4.37,1.62,1.29,1.73,1.51,1.73,1.57,1.0,1.35,1.32,1.2
d_0,3.72,5.55,6.86,6.88,5.33,4.49,2.47,2.43,1.37,1.44,1.7,1.64,1.38,1.51,1.63,1.45
c_0,6.7,7.42,3.79,7.8,5.41,5.39,2.52,2.14,2.72,1.44,1.77,2.39,1.47,1.76,1.81,1.39
f_0,5.85,7.81,6.53,6.46,5.28,4.87,2.33,1.69,2.07,1.79,1.41,1.77,1.41,1.53,2.16,0.97
b_0,6.69,7.01,5.44,8.3,6.34,4.98,2.38,2.29,2.05,1.08,1.98,1.41,1.52,2.16,1.69,1.5
h_0,7.66,8.66,7.54,7.6,6.99,5.57,3.71,2.83,2.4,2.13,2.05,2.07,2.09,1.67,1.94,1.72
a_0,8.83,8.82,8.41,9.02,9.66,6.61,3.41,3.04,2.8,2.17,2.76,1.57,2.13,1.52,2.27,1.98
e_0,8.99,12.61,8.65,9.24,8.05,8.36,3.22,2.93,2.52,2.17,1.44,2.32,1.78,1.94,1.51,1.62
g_0,8.9,10.06,10.2,9.36,9.02,8.13,3.1,3.55,2.83,2.59,2.95,2.32,1.72,2.05,2.44,2.15
