,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.73,1.16,0.86,0.96,0.6,0.48,0.62,0.44,0.42,0.39,0.46,0.38,0.34,0.37,0.31
f_1,1.34,1.0,0.98,0.94,0.81,0.66,0.39,0.46,0.41,0.38,0.39,0.36,0.28,0.29,0.24,0.31
c_1,0.88,1.02,1.0,1.04,1.22,0.85,0.49,0.3,0.44,0.37,0.33,0.37,0.35,0.31,0.31,0.32
d_1,1.13,1.08,0.94,1.0,0.92,0.71,0.51,0.44,0.4,0.59,0.46,0.4,0.35,0.39,0.34,0.27
b_1,1.02,1.27,0.83,1.08,1.0,1.22,0.53,0.48,0.52,0.59,0.53,0.44,0.45,0.34,0.36,0.37
a_1,1.7,1.49,1.2,1.4,0.84,1.0,0.75,0.64,0.67,0.57,0.66,0.54,0.51,0.43,0.44,0.43
h_1,2.12,2.65,2.01,1.96,1.84,1.36,1.0,0.91,1.19,0.78,0.82,0.81,0.8,0.76,0.63,0.7
d_0,1.6,2.13,3.47,2.23,2.15,1.54,1.12,1.0,1.11,0.79,0.91,0.91,0.79,0.73,0.78,0.77
g_1,2.23,2.32,2.41,2.48,1.93,1.54,0.88,0.88,1.0,0.97,0.9,1.0,0.77,0.73,0.83,0.65
c_0,2.36,2.51,2.73,1.76,1.74,1.68,1.33,1.29,1.03,1.0,1.33,1.02,0.88,0.83,0.85,0.73
b_0,2.45,2.61,3.1,2.14,1.83,1.55,1.19,1.14,1.23,0.78,1.0,1.0,0.91,1.04,0.86,0.74
f_0,2.12,3.01,2.77,2.49,2.21,1.74,1.22,1.07,0.99,1.02,1.0,1.0,1.0,0.95,1.05,0.64
h_0,2.65,3.36,2.84,2.77,2.27,1.88,1.26,1.29,1.3,1.13,1.08,1.04,1.0,0.85,0.87,1.02
a_0,2.87,3.57,3.3,2.59,2.94,2.17,1.33,1.38,1.44,1.24,0.93,1.11,1.2,1.0,0.99,0.93
e_0,2.84,4.14,3.12,3.01,2.64,2.21,1.64,1.28,1.25,1.15,1.2,0.89,1.23,0.96,1.0,0.88
g_0,3.09,3.29,3.06,3.84,2.69,2.28,1.45,1.31,1.55,1.45,1.41,1.55,1.0,1.01,1.15,1.0
