,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.39,1.27,1.53,1.7,3.66,14.95,28.89,34.21,35.14,43.13,53.68,64.36,90.14,89.21,133.18
e_1,0.72,1.0,1.16,1.83,1.86,3.34,19.07,27.11,46.11,37.83,48.18,65.71,80.41,91.25,104.68,139.9
d_1,0.79,0.85,1.0,1.07,1.4,2.72,14.93,17.77,26.11,37.91,36.74,40.65,57.82,78.18,87.32,74.09
c_1,0.65,0.55,0.95,1.0,1.64,2.08,13.15,19.23,14.52,16.5,28.05,31.5,46.07,58.38,66.58,70.89
b_1,0.58,0.53,0.72,0.61,1.0,3.29,9.19,18.9,16.54,21.02,27.97,26.54,41.05,38.98,62.49,61.93
a_1,0.27,0.3,0.37,0.47,0.31,1.0,5.12,6.51,9.49,10.91,12.8,11.6,21.35,21.2,31.01,39.09
h_1,0.07,0.05,0.07,0.08,0.11,0.2,1.0,2.01,1.64,1.94,2.59,2.5,3.49,4.94,5.23,8.57
g_1,0.03,0.04,0.05,0.05,0.06,0.16,0.49,1.0,0.98,1.16,1.35,2.02,1.97,2.55,3.67,3.65
d_0,0.03,0.02,0.04,0.07,0.06,0.11,0.61,1.02,1.0,0.84,1.41,1.42,2.22,2.79,2.7,4.2
c_0,0.03,0.03,0.03,0.05,0.05,0.1,0.54,0.84,1.17,1.0,1.73,1.58,1.97,2.84,2.71,3.5
b_0,0.02,0.02,0.03,0.04,0.03,0.07,0.38,0.76,0.68,0.59,1.0,1.15,1.58,2.81,1.85,2.66
f_0,0.02,0.02,0.02,0.03,0.04,0.09,0.4,0.49,0.69,0.66,0.9,1.0,1.49,2.03,2.6,1.89
h_0,0.02,0.01,0.02,0.02,0.03,0.05,0.27,0.5,0.44,0.49,0.61,0.66,1.0,1.21,1.36,1.81
a_0,0.01,0.01,0.01,0.02,0.03,0.04,0.19,0.39,0.34,0.33,0.35,0.52,0.83,1.0,1.06,1.21
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.18,0.3,0.36,0.38,0.5,0.39,0.76,0.85,1.0,1.28
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.12,0.28,0.25,0.27,0.37,0.52,0.55,0.79,0.77,1.0
