,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.34,1.16,1.5,1.62,3.09,16.87,32.72,32.56,28.85,39.51,44.81,71.92,79.62,106.47,188.5
e_1,0.76,1.0,1.14,1.67,1.68,3.67,18.88,33.46,40.7,28.09,42.77,57.95,85.64,81.99,126.51,182.3
d_1,0.85,0.85,1.0,1.04,1.44,2.83,16.76,23.2,26.8,32.46,33.72,42.72,67.97,77.45,109.86,128.35
c_1,0.67,0.61,0.96,1.0,1.64,2.61,14.59,22.92,16.58,21.65,22.83,37.54,54.85,57.68,90.67,113.4
b_1,0.62,0.59,0.71,0.62,1.0,3.25,12.18,18.12,18.21,20.56,22.24,31.16,49.28,43.24,90.86,92.98
a_1,0.31,0.27,0.35,0.38,0.32,1.0,5.63,8.86,9.47,9.42,12.97,14.04,26.65,20.83,38.18,41.64
h_1,0.06,0.05,0.06,0.07,0.08,0.17,1.0,1.72,1.62,1.55,1.96,2.5,4.24,3.87,6.2,10.36
g_1,0.03,0.03,0.04,0.04,0.06,0.11,0.58,1.0,0.87,1.04,1.4,1.96,2.48,2.71,4.14,5.21
d_0,0.03,0.03,0.04,0.06,0.05,0.11,0.63,1.2,1.0,0.77,1.26,1.62,2.72,2.53,4.14,5.75
c_0,0.03,0.03,0.03,0.05,0.05,0.11,0.64,0.94,1.29,1.0,1.6,1.53,2.7,2.87,4.27,5.58
b_0,0.03,0.02,0.03,0.04,0.04,0.08,0.52,0.71,0.76,0.63,1.0,1.17,2.24,2.78,3.46,4.32
f_0,0.02,0.02,0.02,0.03,0.03,0.07,0.42,0.5,0.62,0.67,0.84,1.0,1.63,1.66,3.5,2.95
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.23,0.41,0.37,0.38,0.44,0.6,1.0,0.96,1.62,2.33
a_0,0.01,0.01,0.01,0.02,0.02,0.05,0.26,0.37,0.38,0.34,0.36,0.6,1.01,1.0,1.55,2.32
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.16,0.25,0.24,0.24,0.28,0.29,0.6,0.67,1.0,1.18
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.1,0.19,0.17,0.19,0.24,0.35,0.43,0.43,0.8,1.0
