,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,9149.29,4593.02,3259.92,5265.02,10596.64,34121.06,3134875.64,7741078.42,12484300.71,13734991.91,16848588.63,11396292.96,99161159.69,73265558.19,212901839.92,129442844.62
e_1,2959.45,9686.51,2854.91,6588.32,9590.47,40160.21,3482405.14,8600169.58,13498896.87,26461228.13,20186695.28,25942922.98,113359517.54,112746809.08,243578328.52,103756427.45
d_1,2839.0,2138.58,14916.14,4235.52,11483.89,42789.06,3498251.15,9387268.19,25352671.99,6334567.48,22392830.64,29861616.68,122692352.78,102035961.59,282241584.65,175862331.21
c_1,2220.48,2254.51,3620.8,22895.21,25060.4,35985.92,2965342.54,8863747.46,5334926.55,13020782.92,14233177.79,29820259.41,110448070.63,96027428.57,232858660.37,186402905.22
b_1,2137.24,2512.8,3924.81,5149.08,66764.92,95019.14,2827150.54,8600863.91,10299897.59,10902834.24,7860434.19,22473207.43,100854002.23,73838297.87,252128479.91,187122232.24
a_1,2230.22,2768.16,4844.85,4170.21,12035.9,325516.76,3342366.35,7940158.67,12618151.28,10304743.85,20294851.3,30357483.29,129366972.12,53046886.84,338162034.03,214117863.11
h_1,3676.7,3001.2,4590.4,6359.49,15505.95,49506.25,9234630.73,14816234.76,14341200.4,16587041.88,22741686.95,34340405.52,98079839.6,102127188.94,415663427.13,258647294.95
g_1,3182.5,2350.54,7146.69,6570.57,13981.75,46579.41,3705463.89,31707326.85,14731552.6,11947745.13,22211295.73,41710439.78,127615993.27,117330177.51,206439517.2,265687398.84
c_0,3189.22,3214.47,5013.83,4312.06,12116.77,54225.13,4756048.26,12080720.38,30582284.53,12877663.42,47888536.74,39473518.9,140795700.3,123409553.16,430055820.12,271418714.07
d_0,2868.14,2906.98,2489.01,12896.82,15777.12,52102.53,3896528.89,9938556.24,12719657.15,30828249.46,19798856.27,37105253.58,117546237.03,94946522.41,315647710.55,245565787.49
b_0,3330.38,3041.81,4226.96,6837.95,8739.22,37850.99,4547707.6,11243340.39,17375993.78,18587353.61,48893938.02,36974273.74,162566101.98,276132663.32,421903436.23,271917924.1
f_0,2083.87,2090.85,5210.82,6980.86,16143.71,68951.12,4276072.17,12557465.71,17415311.72,16789027.57,25674901.89,72034233.95,131531985.38,130545985.4,301242923.76,542041080.11
h_0,4451.81,2791.13,4559.68,6750.13,12424.72,49566.36,2769305.34,13770397.25,16720926.97,15167466.12,23908189.42,30635772.51,73275923.98,135076056.34,459424254.76,243234942.6
a_0,3772.55,2351.02,4980.58,5969.34,17202.02,33339.9,4686575.1,11845189.79,15387311.29,18962629.92,18899793.45,43502796.96,146145499.66,320760000.0,331864111.68,310854256.64
g_0,2355.23,2781.34,7475.72,6306.04,11938.94,55241.54,3874764.65,8741228.89,17996855.31,14580319.74,26710234.41,54178272.15,142718593.89,118231578.95,223929899.92,217133415.13
e_0,3378.76,1965.33,4625.17,6926.87,16852.23,55403.54,3838735.8,10255575.58,17035607.74,18330336.3,25864819.98,34492279.55,161445360.21,127699706.74,404255854.51,688761467.96
