,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.93,0.57,0.61,0.47,0.36,0.38,0.35,0.36,0.36,0.35,0.28,0.32,0.27,0.22,0.3
e_1,0.6,0.96,0.57,0.68,0.56,0.37,0.48,0.39,0.58,0.38,0.4,0.39,0.36,0.29,0.24,0.31
d_1,0.69,0.66,0.96,0.52,0.49,0.41,0.43,0.39,0.35,0.55,0.44,0.35,0.38,0.3,0.28,0.29
c_1,0.69,0.61,0.64,0.95,0.85,0.42,0.41,0.33,0.33,0.3,0.24,0.31,0.34,0.26,0.25,0.28
b_1,0.76,0.63,0.66,0.58,0.95,0.74,0.51,0.4,0.41,0.4,0.36,0.35,0.36,0.24,0.29,0.32
a_1,0.84,0.77,0.72,0.71,0.5,0.94,0.58,0.48,0.51,0.47,0.48,0.4,0.4,0.35,0.36,0.36
h_1,1.19,0.93,0.93,0.9,0.68,0.53,0.81,0.69,0.57,0.5,0.55,0.46,0.47,0.39,0.38,0.49
g_1,1.0,0.86,1.21,0.97,0.73,0.6,0.61,0.81,0.52,0.56,0.57,0.66,0.53,0.42,0.42,0.42
d_0,1.07,0.85,0.85,1.45,0.93,0.57,0.65,0.59,0.74,0.43,0.53,0.51,0.57,0.47,0.44,0.5
c_0,1.11,1.03,0.99,0.95,0.7,0.55,0.77,0.7,0.73,0.77,0.95,0.57,0.64,0.65,0.47,0.53
b_0,1.14,1.03,0.99,1.18,0.7,0.49,0.73,0.68,0.66,0.56,0.76,0.56,0.6,0.84,0.5,0.49
f_0,1.08,0.87,1.21,1.13,0.88,0.63,0.73,0.56,0.7,0.63,0.64,0.73,0.66,0.57,0.73,0.48
h_0,1.36,1.12,1.19,1.06,0.88,0.62,0.65,0.77,0.67,0.63,0.65,0.55,0.56,0.51,0.43,0.62
a_0,1.31,1.14,1.25,1.2,1.02,0.57,0.76,0.69,0.65,0.59,0.55,0.63,0.71,0.68,0.56,0.54
e_0,1.31,1.05,1.19,1.1,0.87,0.72,0.78,0.7,0.68,0.75,0.65,0.54,0.73,0.54,0.71,0.56
g_0,1.13,1.12,1.53,1.13,0.96,0.66,0.7,0.7,0.65,0.7,0.67,0.85,0.58,0.54,0.58,0.5
