,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.38,2.34,2.12,2.17,1.81,1.06,0.82,0.83,0.59,0.67,0.86,0.69,0.65,1.54,0.71
f_1,2.27,0.66,1.77,2.18,2.31,1.78,0.66,0.78,0.92,0.7,0.85,1.2,0.43,0.81,0.6,0.62
c_1,1.79,2.47,0.65,3.07,2.32,1.53,0.83,0.5,1.01,1.37,0.64,0.84,0.62,0.67,0.64,0.52
d_1,2.25,2.02,2.07,0.65,2.16,2.17,0.93,1.91,0.72,0.93,0.72,0.8,0.65,0.66,0.77,0.47
b_1,2.47,2.24,1.35,2.11,0.63,2.84,1.15,0.9,1.12,1.08,1.92,0.73,0.83,0.78,0.9,0.79
a_1,3.21,3.02,3.26,2.61,1.35,0.58,1.17,0.98,1.16,0.76,1.44,0.88,0.88,2.14,0.83,0.9
h_1,2.64,3.39,2.76,2.73,2.45,2.29,0.59,0.77,1.52,0.97,0.9,0.77,1.12,1.07,0.75,1.07
d_0,1.75,2.99,3.58,4.61,2.88,3.0,1.8,0.66,1.35,1.0,1.06,1.01,0.97,0.86,1.02,0.78
g_1,3.12,2.91,3.16,2.54,2.83,3.25,1.0,1.22,0.56,1.1,1.1,1.01,0.66,1.06,1.12,1.13
c_0,3.22,3.31,7.06,1.71,2.97,3.13,1.5,1.52,1.3,0.66,1.27,0.93,0.85,0.95,0.83,1.05
b_0,2.78,2.97,4.38,2.75,5.16,2.09,1.49,1.07,1.3,0.68,0.64,1.0,0.88,1.31,0.99,0.76
f_0,2.75,5.44,3.2,2.94,3.17,2.97,1.91,1.19,1.01,1.37,1.03,0.62,0.93,1.45,1.34,0.68
h_0,3.1,4.08,3.71,3.09,2.93,3.07,2.17,1.26,1.8,1.24,1.25,1.27,1.33,1.07,0.97,0.82
a_0,3.51,3.53,3.75,3.18,3.82,,1.52,1.71,1.45,1.11,0.83,1.09,1.04,0.6,1.23,0.88
e_0,4.83,4.76,3.35,3.09,3.06,2.9,1.56,1.37,1.32,1.47,1.21,0.68,1.07,0.86,0.59,0.94
g_0,3.64,3.37,3.74,4.21,3.29,2.95,1.22,1.81,2.21,1.28,1.3,1.36,0.91,1.36,1.23,1.41
