,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.76,2.45,2.0,2.69,2.18,2.13,8.05,7.98,18.6,9.4,10.63,11.05,16.83,12.69,8.69,13.41
f_1,3.79,5.89,1.99,2.23,2.08,1.86,7.57,7.13,10.22,7.72,6.27,8.89,14.7,8.12,7.83,15.95
d_1,2.27,2.2,6.56,1.88,2.03,2.24,7.13,8.6,7.39,19.69,11.6,13.36,16.5,11.31,12.11,15.81
c_1,1.94,2.21,2.1,7.2,4.13,2.08,7.68,7.81,9.55,5.63,9.23,7.58,16.05,10.85,11.76,15.62
b_1,1.88,2.27,1.99,2.23,7.71,4.57,8.92,8.68,9.99,10.73,11.44,7.36,15.14,10.11,11.9,16.25
a_1,1.96,2.51,2.3,2.45,2.41,11.64,8.58,6.37,9.86,9.67,9.86,11.07,15.54,7.42,9.94,17.31
h_1,2.37,3.0,2.71,2.48,2.31,2.08,17.21,12.51,10.61,10.77,12.23,11.02,12.25,12.08,13.31,20.38
g_1,2.17,2.16,3.65,2.23,2.09,2.39,9.05,20.53,10.29,11.52,18.67,10.87,17.38,13.6,17.02,13.96
d_0,2.07,2.46,1.81,4.26,2.7,2.4,9.23,7.78,17.59,8.83,11.61,10.92,17.47,13.35,13.03,18.53
c_0,2.59,2.51,2.71,1.81,2.02,2.39,8.83,9.49,11.47,18.98,13.7,23.67,18.76,15.77,14.62,21.49
f_0,1.91,2.02,2.78,2.95,2.48,2.68,9.4,9.83,12.31,12.13,21.27,14.22,19.39,14.55,26.84,21.49
b_0,2.59,2.45,2.96,2.4,1.96,1.88,8.67,9.82,10.59,10.04,12.82,21.4,20.16,26.32,16.04,20.29
h_0,2.35,3.09,2.84,2.53,2.29,2.57,6.19,11.12,11.56,9.82,11.81,11.32,13.03,10.48,14.09,22.99
a_0,2.52,2.62,2.67,2.35,2.34,1.98,9.34,9.23,10.91,10.88,12.52,11.39,18.78,24.9,15.64,18.32
e_0,1.66,2.99,2.8,2.47,2.53,2.06,9.89,9.53,11.6,13.04,10.76,13.11,18.98,15.79,26.9,20.69
g_0,1.95,1.95,4.1,2.82,2.16,2.22,8.58,8.17,10.24,12.45,16.48,13.61,18.52,12.88,12.77,14.53
