,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.09,3.31,3.11,3.46,2.95,1.33,1.59,1.02,1.39,0.93,1.22,0.78,0.74,1.92,0.93
f_1,4.12,1.07,3.22,3.3,2.55,3.12,0.99,1.34,1.0,1.0,0.98,2.0,0.54,0.82,0.84,0.64
d_1,3.75,3.18,1.06,4.19,3.19,2.48,1.25,0.79,1.06,2.85,1.13,0.94,0.7,0.67,0.9,0.54
c_1,3.44,3.65,4.14,1.07,3.82,2.57,1.33,1.57,1.9,0.62,1.25,0.92,0.91,1.01,0.92,0.81
b_1,4.55,5.05,4.89,2.35,1.07,4.81,1.45,1.45,1.49,1.22,1.94,1.23,0.99,0.95,0.99,0.83
a_1,5.62,6.94,6.45,7.61,2.73,1.07,2.99,2.23,1.54,2.26,2.06,1.79,1.85,3.98,1.28,1.61
h_1,6.56,8.29,5.79,8.04,7.93,4.64,1.38,2.76,2.01,2.09,2.19,1.78,2.25,2.29,1.83,1.71
g_1,7.49,9.01,8.39,7.38,8.13,7.02,2.77,1.37,2.29,2.51,2.46,2.65,1.62,2.91,1.89,2.7
c_0,8.03,9.22,5.66,19.93,8.67,7.92,3.24,2.92,1.63,2.73,2.7,2.28,2.21,2.22,1.86,2.11
d_0,4.87,10.13,14.62,10.02,8.84,6.95,3.89,3.91,2.84,1.62,2.39,2.3,2.09,2.37,1.95,1.87
b_0,8.42,8.83,7.9,9.49,18.48,9.07,3.23,4.07,1.83,2.91,1.6,2.43,2.43,2.91,2.4,1.83
f_0,8.79,15.58,8.67,10.55,10.97,8.16,4.93,2.56,2.76,2.88,2.77,1.61,2.29,3.1,2.99,1.46
h_0,11.42,14.18,13.35,11.76,12.99,6.78,8.17,4.34,3.31,3.8,2.82,3.05,4.4,2.76,3.08,2.98
a_0,13.5,15.56,13.68,11.79,14.74,,4.96,4.42,3.82,3.37,2.24,3.13,2.9,1.75,3.44,2.35
e_0,19.23,16.83,13.53,12.97,13.02,11.42,5.66,4.81,3.62,3.55,3.04,1.88,2.38,3.86,1.66,3.37
g_0,10.99,17.31,15.21,13.88,16.96,8.68,4.15,6.88,3.61,4.11,4.2,4.52,2.62,3.73,2.82,4.33
