,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,0.97,1.01,0.91,0.85,0.82,1.01,0.9,0.94,0.94,0.92,0.87,0.96,0.81,1.09
e_1,0.79,1.0,0.95,1.09,1.12,0.95,1.17,1.12,1.39,1.04,1.06,1.21,1.04,1.04,1.06,1.1
d_1,1.05,1.03,1.0,0.93,0.96,0.98,0.95,0.87,1.02,1.23,1.06,0.97,0.98,0.96,0.99,0.85
c_1,0.98,0.9,1.08,1.0,1.38,0.96,0.98,0.9,0.69,0.87,0.73,0.92,0.98,0.9,0.9,0.93
b_1,1.11,0.9,1.03,0.74,1.0,1.55,1.16,1.01,1.02,1.05,1.16,1.01,1.03,0.88,1.06,1.1
a_1,1.17,1.07,1.01,1.03,0.66,1.0,1.12,1.09,1.1,1.08,1.23,0.99,1.11,1.22,1.16,1.01
h_1,1.21,0.87,1.04,1.02,0.86,0.86,1.0,1.26,1.02,0.92,1.0,0.94,1.06,0.9,1.09,1.14
g_1,1.03,0.89,1.11,1.1,0.93,0.95,0.78,1.0,0.93,0.88,0.99,1.2,0.94,0.97,0.94,0.96
d_0,1.07,0.73,0.96,1.46,1.02,0.93,1.03,1.09,1.0,0.81,0.98,0.99,1.05,1.08,1.07,1.08
c_0,1.08,0.94,0.82,1.13,0.92,0.87,1.12,1.13,1.3,1.0,1.44,1.07,1.14,1.26,1.03,1.11
b_0,1.08,0.94,0.92,1.36,0.87,0.8,1.01,1.01,1.04,0.7,1.0,1.0,1.06,1.57,1.08,1.01
f_0,1.07,0.78,1.02,1.15,1.03,0.92,1.06,0.84,1.12,0.92,0.99,1.0,1.12,1.02,1.42,0.82
h_0,1.15,0.91,1.0,1.02,1.02,0.93,0.96,1.07,1.01,0.87,0.94,0.86,1.0,0.96,0.88,1.1
a_0,1.03,0.93,1.06,1.13,1.14,0.79,1.05,1.01,0.98,0.82,0.69,1.03,1.11,1.0,1.13,1.05
e_0,1.18,0.94,0.96,1.09,0.98,0.92,0.98,1.03,0.92,1.0,0.92,0.69,1.12,0.92,1.0,0.95
g_0,0.93,0.87,1.17,1.1,0.95,0.98,0.88,1.05,0.94,0.91,1.01,1.2,0.86,0.96,1.02,1.0
