,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.05,1.18,1.77,1.8,1.74,1.48,0.67,0.69,0.58,0.49,0.63,0.46,0.41,0.47,0.54,0.4
f_1,1.91,1.05,1.52,1.66,1.53,1.46,0.5,0.66,0.5,0.45,0.57,0.45,0.3,0.4,0.38,0.4
d_1,1.92,2.13,1.04,1.91,1.57,1.27,0.66,0.44,0.69,0.54,0.48,0.55,0.37,0.46,0.42,0.26
c_1,1.65,1.93,2.11,1.05,2.06,1.32,0.71,0.72,0.36,0.58,0.52,0.48,0.45,0.42,0.48,0.41
b_1,2.01,2.57,2.42,1.27,1.06,2.23,0.89,0.83,0.61,0.91,0.63,0.77,0.52,0.52,0.55,0.49
a_1,2.68,2.91,3.06,2.95,1.56,1.07,1.18,1.06,0.98,0.91,0.82,0.99,0.73,0.82,0.95,0.67
h_1,5.02,5.53,4.89,4.81,4.5,3.68,1.26,1.99,1.53,1.42,1.41,1.41,1.39,1.19,1.16,1.11
g_1,5.59,5.84,6.04,5.31,4.9,4.56,1.46,1.28,1.72,1.82,1.7,1.53,0.99,1.35,1.31,1.4
d_0,3.93,5.89,8.48,7.0,5.13,4.39,2.34,2.31,1.45,1.64,1.51,1.69,1.64,1.52,1.45,1.35
c_0,6.38,6.5,4.16,9.02,5.34,4.86,2.46,2.19,2.68,1.39,1.96,2.07,1.31,1.55,1.46,1.35
f_0,6.15,8.73,6.28,6.8,6.16,5.13,2.47,1.7,2.22,1.78,1.39,1.99,1.53,1.69,2.29,1.02
b_0,6.85,7.25,5.47,8.66,7.73,5.65,2.27,2.53,2.14,1.33,1.76,1.43,1.57,1.92,1.39,1.28
h_0,7.48,8.6,8.28,7.71,7.64,6.39,3.16,3.17,2.23,2.47,2.23,2.19,2.0,1.83,1.67,1.84
a_0,8.17,9.82,7.76,9.04,9.67,9.52,3.51,2.88,2.65,2.5,2.64,1.53,2.07,1.54,2.23,1.75
e_0,9.4,12.13,8.04,8.61,8.21,6.65,3.29,2.87,2.75,2.58,1.43,2.72,2.39,2.33,1.53,1.65
g_0,9.57,9.34,9.96,9.59,9.04,7.84,2.88,3.25,3.1,2.72,3.02,2.61,1.83,2.55,2.67,2.22
