,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,3.78,5.15,7.03,5.01,5.93,2.39,3.39,2.45,2.15,2.03,1.8,1.73,1.86,,1.36
f_1,7.72,0.67,5.21,5.98,5.03,5.64,1.78,2.98,2.1,2.16,1.98,,1.28,1.68,2.41,1.76
d_1,6.68,6.47,0.65,6.19,6.01,5.54,2.56,1.7,,2.4,2.2,1.82,1.69,2.1,2.05,1.18
c_1,5.28,5.24,6.94,0.64,6.93,5.49,2.76,3.47,1.4,,2.24,1.82,1.76,2.52,2.68,1.99
b_1,7.48,7.09,5.54,3.56,0.63,9.06,3.16,2.44,2.29,3.17,,2.13,1.9,,2.63,1.22
a_1,6.54,6.64,7.18,6.82,4.39,0.58,3.87,3.47,2.27,3.43,2.66,2.96,2.59,,,
h_1,5.97,5.68,5.98,4.71,4.35,4.12,0.61,2.38,1.87,1.58,1.83,1.54,,1.47,1.55,2.0
g_1,4.99,5.28,6.74,5.32,5.77,5.06,1.61,0.59,2.32,1.89,2.68,3.37,1.34,1.7,1.11,
d_0,2.92,5.43,,5.52,4.81,4.1,2.47,2.01,0.7,1.82,1.57,1.58,1.49,2.48,1.48,1.23
c_0,4.8,4.73,3.44,,4.65,4.03,2.39,2.02,1.98,0.7,1.96,1.7,1.25,1.48,1.82,1.27
b_0,5.43,5.95,4.63,5.32,,5.19,2.79,2.05,1.87,1.03,0.67,1.67,1.66,2.21,2.32,1.71
f_0,5.99,,5.2,5.66,5.62,4.59,2.6,1.13,1.85,2.21,1.68,0.7,1.29,1.93,1.76,0.96
h_0,4.34,4.52,4.22,5.07,4.16,3.84,,2.35,1.56,1.96,1.6,2.27,,1.88,1.17,1.53
a_0,6.5,6.14,6.42,5.53,,,2.63,3.23,2.08,1.85,1.39,2.32,1.51,0.6,,
e_0,,6.14,6.69,5.03,5.04,,2.57,3.2,2.16,2.15,2.02,1.23,2.14,,0.64,1.26
g_0,6.07,5.26,6.08,4.25,5.86,,1.57,,2.61,2.24,2.07,2.47,0.99,,1.74,
