,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,2.22,1.9,2.0,2.15,1.68,0.63,0.55,0.79,0.52,0.53,0.75,0.36,0.47,0.48,0.47
e_1,1.44,1.06,2.05,2.47,2.25,2.05,0.89,0.63,0.85,0.76,0.58,0.7,0.54,0.57,0.75,0.51
d_1,2.49,2.62,1.06,1.96,1.93,1.67,0.78,0.74,0.52,1.16,0.65,0.66,0.5,0.56,0.6,0.33
c_1,2.3,1.93,2.97,1.06,2.54,1.52,0.92,0.73,0.84,0.4,0.57,0.59,0.53,0.59,0.53,0.46
b_1,2.47,2.36,2.4,1.46,1.06,2.96,0.88,0.84,0.95,0.73,0.98,0.61,0.57,0.61,0.58,0.54
a_1,3.78,3.52,3.29,4.34,1.76,1.07,1.32,1.14,1.26,0.94,1.39,0.95,0.78,1.54,1.0,0.84
h_1,6.2,5.24,4.95,5.9,4.78,4.21,1.32,1.68,2.37,1.89,2.07,1.7,1.62,1.29,1.29,1.31
c_0,7.82,6.58,3.91,11.12,6.26,4.92,2.67,1.43,1.91,2.2,2.18,1.99,1.41,1.79,1.66,1.38
g_1,6.91,5.93,7.58,6.92,6.74,5.25,2.11,2.55,1.34,2.04,1.63,2.12,1.24,2.28,1.65,1.97
d_0,7.89,4.39,8.02,9.4,7.57,6.43,2.63,2.16,2.79,1.57,1.91,1.77,1.51,1.78,1.7,1.77
b_0,7.83,7.63,6.27,9.58,9.26,5.75,2.4,1.42,3.08,2.2,1.51,2.12,1.61,2.42,2.0,2.03
f_0,11.5,7.0,6.2,7.22,7.57,6.43,3.04,2.33,1.9,2.28,2.39,1.52,1.95,1.94,2.52,1.14
h_0,9.85,9.12,8.66,9.27,8.41,7.47,3.93,3.06,3.39,2.89,2.46,2.41,2.51,2.36,2.34,2.56
a_0,10.93,8.93,9.23,8.78,11.33,11.37,3.88,2.7,3.1,2.65,1.57,2.5,2.32,1.59,2.48,2.14
e_0,13.85,13.03,8.79,9.66,9.67,9.11,3.91,2.83,3.44,3.4,2.64,1.57,2.33,2.52,1.54,2.33
g_0,11.92,9.97,11.01,11.16,8.98,8.36,3.02,3.54,4.46,3.09,2.89,3.76,1.66,2.82,2.33,2.74
