,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.93,0.16,0.11,0.11,0.08,0.08,0.08,0.06,0.05,0.05,0.05,,0.06,0.05,0.03,0.06
e_1,0.09,0.93,0.09,0.08,0.08,0.07,0.09,0.06,0.09,0.07,0.07,0.05,0.06,0.05,,0.05
d_1,0.1,0.12,0.93,0.09,0.09,0.07,0.09,0.05,,0.11,0.05,0.07,0.06,0.03,0.04,0.05
c_1,0.09,0.13,0.11,0.93,0.15,0.07,0.06,0.06,0.06,,0.07,0.07,0.05,0.04,0.04,0.07
b_1,0.11,0.1,0.11,0.09,0.93,0.11,0.07,0.06,0.09,0.09,,0.07,0.07,0.03,0.05,
a_1,0.15,0.13,0.11,0.09,0.1,0.93,0.1,0.1,0.06,0.09,0.07,,0.06,,0.05,0.05
h_1,0.38,0.21,0.26,0.25,0.24,0.15,0.71,0.18,0.21,0.21,0.17,0.16,,0.1,0.14,0.21
g_1,0.31,0.29,0.39,0.28,0.25,0.15,0.2,0.71,0.18,0.22,0.16,0.22,0.14,0.16,0.15,
d_0,0.44,0.37,,0.54,0.25,0.26,0.26,0.19,0.58,0.13,0.2,0.17,0.23,0.14,0.17,0.16
c_0,0.42,0.37,0.31,,0.27,0.16,0.25,0.15,0.31,0.56,0.31,0.22,0.26,0.12,0.19,0.16
b_0,0.46,0.3,0.39,0.34,,0.17,0.25,0.24,0.26,0.21,0.58,0.19,0.26,0.22,0.12,0.15
f_0,,0.38,0.28,0.26,0.29,,0.28,0.24,0.29,0.23,0.2,0.57,0.2,0.19,0.26,0.21
h_0,0.66,0.47,0.52,0.5,0.35,0.29,,0.35,0.28,0.26,0.25,0.25,,0.21,0.15,0.36
a_0,0.39,0.4,0.44,0.31,0.42,,0.29,0.23,0.3,0.34,0.17,0.23,0.24,0.57,0.19,0.18
e_0,0.41,,0.47,0.45,0.31,0.26,0.26,0.2,0.22,0.26,0.28,0.19,0.37,0.18,0.55,0.23
g_0,0.44,0.46,0.78,0.33,,0.4,0.22,,0.31,0.37,0.37,0.31,0.24,0.27,0.18,
