,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,5.83,9.19,9.47,10.91,7.09,3.21,2.97,2.71,2.82,2.49,2.96,1.93,2.04,,1.88
f_1,11.82,1.07,8.51,9.77,9.96,8.6,2.35,2.9,4.03,2.34,2.94,,2.08,1.75,1.61,2.27
c_1,8.94,10.72,1.07,9.46,10.46,11.64,3.64,1.68,3.74,,2.29,2.73,2.23,2.99,2.03,1.94
d_1,11.05,10.04,10.42,1.07,9.45,9.48,4.0,,2.78,3.6,2.44,2.8,2.06,3.65,2.24,1.23
b_1,9.76,11.86,6.76,9.78,1.07,10.3,3.98,3.19,4.1,4.34,,3.31,2.45,3.52,3.04,3.01
a_1,18.22,11.12,14.05,19.56,9.49,1.07,5.48,4.95,,4.28,4.61,4.18,3.92,,3.61,2.62
h_1,14.67,19.2,11.31,19.19,13.98,10.04,1.41,3.93,6.27,3.71,4.37,4.54,,3.79,3.66,3.02
d_0,9.16,14.77,18.55,,14.03,10.66,5.92,1.72,6.65,4.07,4.03,3.41,3.13,3.28,3.72,3.14
g_1,19.64,17.35,15.14,16.35,14.98,,4.19,4.27,1.41,5.33,5.34,5.54,3.08,,5.03,
c_0,16.89,16.18,,7.62,11.01,11.49,7.37,4.72,5.01,1.75,5.48,4.08,2.85,3.13,,3.21
b_0,20.2,13.06,20.67,16.34,,13.58,5.22,5.41,5.6,2.84,1.7,4.39,3.77,4.49,4.56,4.8
f_0,15.96,,17.59,17.54,15.64,18.4,5.15,6.99,3.65,4.62,5.28,1.72,4.18,5.11,5.5,2.35
h_0,15.05,13.81,14.84,15.94,16.43,10.95,,5.05,5.04,5.67,5.25,4.51,,4.16,3.68,4.31
a_0,24.15,32.78,24.79,21.31,23.71,,7.58,7.33,,5.76,4.12,4.96,4.7,1.74,,3.83
e_0,,37.4,27.07,24.15,20.83,19.31,10.42,6.38,6.09,,6.13,4.02,5.42,,1.69,4.95
g_0,23.42,20.45,23.17,24.31,14.97,22.77,6.64,5.88,,6.02,5.62,5.9,2.97,6.46,5.13,
