,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,g_0,a_0,e_0
f_1,115.08,68.56,118.3,102.0,127.26,419.68,9738.24,18890.21,25785.39,31723.4,32648.89,44147.15,109543.84,182171.15,178227.27,129053.5
d_1,84.43,119.07,85.51,86.26,133.27,423.69,9697.88,19213.92,21926.17,49230.29,38036.7,58502.62,128394.16,160748.26,177276.38,181755.72
e_1,69.61,68.71,121.91,111.65,129.42,511.44,10459.26,20192.72,38458.7,33454.58,41069.91,53327.41,123228.8,175739.94,183190.04,192074.73
c_1,67.72,75.44,66.59,141.65,190.57,425.0,9361.88,16980.78,19049.21,24189.12,35164.18,37076.72,112691.18,165258.69,139022.33,168856.94
b_1,66.61,64.38,67.02,75.03,181.89,667.5,9156.89,16505.45,19546.95,28452.07,32939.5,36972.25,94532.89,155843.06,114017.5,167114.23
a_1,45.59,47.95,41.73,61.64,59.62,522.21,5878.94,11597.29,14957.67,17694.91,23999.38,31202.57,71078.52,99403.72,78731.72,114352.05
h_1,22.81,20.76,19.39,25.36,31.97,116.06,3358.08,5703.71,6327.93,7821.58,9136.5,12948.63,25745.17,52135.45,38972.41,47950.68
g_1,14.45,20.79,14.84,20.38,28.6,99.48,1836.29,5596.98,4314.13,7420.55,9685.11,11278.5,22841.78,29717.28,30828.6,42588.85
d_0,14.44,14.8,13.3,28.31,29.59,85.56,2016.66,3948.18,5895.36,5044.5,6943.93,8852.25,21080.78,35385.88,35676.58,33191.62
c_0,14.43,13.21,13.88,17.73,21.6,95.13,2009.83,3670.01,5245.61,7502.33,7693.69,13596.55,22587.62,31199.32,37866.3,38456.77
f_0,12.06,15.56,12.18,16.84,22.85,85.19,1817.66,3713.65,4326.88,6284.59,8484.75,9089.57,22151.62,26960.61,29831.09,53778.44
b_0,13.99,13.51,11.6,16.96,19.2,65.47,1647.15,2993.92,4047.39,4515.74,6489.48,9847.6,21295.23,28150.04,44248.17,29368.55
h_0,11.68,10.2,10.16,11.65,16.84,59.05,1156.61,2708.27,3032.39,3981.03,4932.43,6194.88,13140.62,26246.21,20416.84,21936.94
g_0,7.26,11.26,8.67,10.68,13.71,54.64,1115.73,2163.31,2619.08,3841.88,5431.29,5846.94,11486.85,17280.74,20092.51,20959.3
a_0,8.17,9.21,8.23,10.78,13.72,45.59,1263.98,2228.5,2693.01,3248.4,4665.33,4811.07,14212.25,19662.22,25289.49,20154.21
e_0,9.02,9.1,5.55,10.61,13.85,49.9,1164.53,2092.19,2459.67,3431.29,3714.39,5726.43,13798.55,20107.23,19165.6,27164.29
